home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Ferencváros,The,Europa -  dos Campeões,"Ter, 23 Julho 2024",15:00,39%,54%,,,,E V,V,E,0,0,0,2,3,1,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,50%,100%,0%,2.5,3,2,2,3,1,0.5,1,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,0.2,0,1.2,0.66,0,1.66
UE,Midtjylland,Europa -  dos Campeões,"Ter, 23 Julho 2024",15:00,39%,54%,V D,D,V,,,,1.5,0,3,0,0,0,50%,0%,100%,3,3,3,1.5,1,2,1.5,2,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,1.98,1.43,2.53,1.62,1.31,1.93,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Dínamo,Partizan,Europa -  dos Campeões,"Ter, 23 Julho 2024",15:00,39%,54%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Lugano,Fenerbahce,Europa -  dos Campeões,"Ter, 23 Julho 2024",15:30,39%,54%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Shamrock,Sparta,Europa -  dos Campeões,"Ter, 23 Julho 2024",16:00,39%,54%,V E,V,E,,,,2,3,1,0,0,0,50%,100%,0%,1.5,3,0,1,2,0,0.5,1,0,50%,100%,0%,50%,0%,100%,50%,0%,100%,50%,100%,0%,0.76,0.95,0.57,1.74,1.44,2.03,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Racing,Huachipato,América do Sul - Sul-Americana,"Ter, 23 Julho 2024",19:00,39%,43%,V D V V E,V V E V,V D E V,D,D,,2.13,2.5,1.75,0,0,0,63%,75%,50%,3.13,2.5,3.75,1.88,1.75,2,1.25,0.75,1.75,63%,75%,50%,25%,25%,25%,13%,0%,25%,38%,50%,25%,1.18,1.13,1.23,1.62,1.47,1.78,0%,0%,0%,5,5,0,2,2,0,3,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,1.05,2.05,0,0.26,1.26,0
Internacional,Rosario,América do Sul - Sul-Americana,"Ter, 23 Julho 2024",21:30,39%,43%,D V V D V,V D E,D V V E,V,V,,1.57,1.33,1.75,3,3,0,43%,33%,50%,1.43,1.33,1.5,0.86,0.67,1,0.57,0.67,0.5,29%,33%,25%,57%,67%,50%,43%,33%,50%,57%,67%,50%,1.9,2.21,1.66,0.94,0.78,1.06,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.42,1.42,0,0.2,1.2,0
Deportivo,Argentinos,Argentina - Campeonato Argentino,"Ter, 23 Julho 2024",15:00,46%,35%,D V D D D,V D V E V,D D D E D,D V D V D,D V V V E,D D E V E,1,2,0,1.5,2.25,0,33%,67%,0%,1.83,1.67,2,0.67,1,0.33,1.17,0.67,1.67,17%,0%,33%,33%,67%,0%,50%,33%,67%,33%,67%,0%,1.12,1.42,0.81,1.49,1.05,1.92,50%,75%,0%,2.5,2.75,2,1,1.5,0,1.5,2,2,33%,50%,0%,17%,25%,0%,50%,25%,100%,33%,50%,0%,1.59,1.76,1.23,1.19,0.97,1.62
Gimnasia,San,Argentina - Campeonato Argentino,"Ter, 23 Julho 2024",18:45,46%,35%,D V D V E,V V V D V,D D E D D,E D D E D,E D E D V,D D E D E,1.67,3,0.33,0.4,0.67,0,50%,100%,0%,2.67,3.33,2,1.67,2.67,0.67,1,0.67,1.33,67%,67%,67%,17%,33%,0%,17%,0%,33%,83%,100%,67%,1.51,1.97,1.04,1.27,1.49,1.06,0%,0%,0%,1.8,1.67,2,0.6,0.67,0.5,1.2,1.5,1.5,60%,67%,50%,0%,0%,0%,40%,33%,50%,40%,33%,50%,1.42,1.89,0.73,1.36,1.28,1.48
Newell's,Independiente,Argentina - Campeonato Argentino,"Ter, 23 Julho 2024",18:45,46%,35%,V D D V D,D V V D E,V D D D V,V D D V E,V D E D D,D V V E E,1.5,2,1,1.67,1.33,2,50%,67%,33%,1.5,1.67,1.33,0.67,1,0.33,0.83,0.67,1,0%,0%,0%,50%,67%,33%,50%,33%,67%,50%,67%,33%,1.43,1.64,1.23,1.11,1.2,1.03,50%,33%,67%,1,0.67,1.33,0.67,0.33,1,0.33,0.33,0.33,0%,0%,0%,67%,67%,67%,50%,67%,33%,50%,33%,67%,1.12,1.12,1.11,1.14,1.06,1.22
Independiente,Barracas,Argentina - Campeonato Argentino,"Ter, 23 Julho 2024",21:00,46%,35%,D V E E E,V E D E E,D E E V D,D D D D E,D D E V V,D D V D E,1,1.33,0.67,0.67,0.33,1,17%,33%,0%,2.17,3,1.33,0.83,1.33,0.33,1.33,1.67,1,67%,100%,33%,33%,0%,67%,33%,0%,67%,17%,33%,0%,1.06,1.09,1.03,1.29,1.14,1.44,17%,0%,33%,1.83,1.67,2,0.5,0.33,0.67,1.33,1.33,1.33,33%,33%,33%,17%,0%,33%,50%,67%,33%,33%,33%,33%,1.39,1.37,1.41,1.81,1.56,2.07
Chapecoense,Sport,Brasil - Brasileirão Série B,"Ter, 23 Julho 2024",19:00,45%,35%,D E V D D,E D D E E,D V D V E,E V E D E,E D V V D,V E E D D,1.13,1,1.22,1.71,1.86,1.57,25%,14%,33%,1.75,2.29,1.33,0.81,1.14,0.56,0.94,1.14,0.78,44%,71%,22%,31%,14%,44%,44%,29%,56%,44%,43%,44%,1.32,1.59,1.12,1.68,1.27,1.99,50%,57%,43%,2.14,2.43,1.86,1.21,1.57,0.86,0.93,1,1,43%,57%,29%,43%,43%,43%,21%,0%,43%,57%,71%,43%,1.4,1.42,1.39,1.24,1.21,1.28
Operário-PR,Novorizontino,Brasil - Brasileirão Série B,"Ter, 23 Julho 2024",19:00,45%,35%,V D E D V,V D V V E,D E V V D,V E V E V,V E E E V,V V D E V,1.67,2,1.38,1.63,1.63,1.63,47%,57%,38%,1.33,1.14,1.5,0.73,0.86,0.63,0.6,0.29,0.88,13%,14%,13%,60%,71%,50%,40%,29%,50%,53%,71%,38%,1.45,1.54,1.37,1.18,1.09,1.26,44%,38%,50%,2,2.13,1.88,1.06,1.13,1,0.94,0.88,0.88,50%,63%,38%,31%,25%,38%,31%,25%,38%,50%,50%,50%,1.4,1.53,1.27,1.35,1.39,1.31
Mirassol,Avaí,Brasil - Brasileirão Série B,"Ter, 23 Julho 2024",20:00,45%,35%,V D V E E,V E V V V,V D E D D,D D D E E,D D E V E,D E E V V,1.56,2.71,0.67,1.44,1.56,1.29,44%,86%,11%,1.94,2.14,1.78,1.06,1.71,0.56,0.88,0.43,1.22,31%,29%,33%,50%,71%,33%,38%,14%,56%,50%,86%,22%,1.27,1.38,1.18,1.39,1.26,1.48,38%,44%,29%,1.69,1.89,1.43,0.88,1,0.71,0.81,0.71,0.71,38%,33%,43%,38%,33%,43%,44%,44%,43%,38%,33%,43%,1.28,1.35,1.18,1.23,1.25,1.2
Ituano,América-MG,Brasil - Brasileirão Série B,"Ter, 23 Julho 2024",21:00,45%,35%,D D V D E,V E D D V,D D D E D,E E V D E,E V E V V,E D D D V,0.69,1.25,0.13,1.69,2.33,0.86,19%,38%,0%,3.38,3.13,3.63,1.19,1.38,1,2.19,1.75,2.63,50%,50%,50%,13%,25%,0%,38%,25%,50%,38%,50%,25%,1.18,1.32,1.04,1.82,1.7,1.93,44%,67%,14%,2.19,2,2.43,1.31,1.56,1,0.88,1.43,1.43,56%,44%,71%,31%,56%,0%,25%,22%,29%,38%,44%,29%,1.43,1.71,1.08,1.15,1.01,1.32
Ponte,Vila,Brasil - Brasileirão Série B,"Ter, 23 Julho 2024",21:30,45%,35%,D V E E V,V V V V D,D E E D D,E V V E V,E V V V V,V E D E D,1.25,2.29,0.44,1.75,2.56,0.71,31%,71%,0%,2.44,3.57,1.56,1.19,2.43,0.22,1.25,1.14,1.33,44%,71%,22%,25%,29%,22%,44%,0%,78%,31%,71%,0%,1.38,1.61,1.23,1.48,1.17,1.69,50%,78%,14%,2.31,2.44,2.14,1.25,1.67,0.71,1.06,1.43,1.43,56%,56%,57%,25%,44%,0%,19%,0%,43%,63%,78%,43%,1.28,1.3,1.26,1.6,1.4,1.86
União,Oeste,Brasil - Copa Paulista,"Ter, 23 Julho 2024",15:00,51%,35%,E D D E E,E E,D D E,V D D E E,D D E,V E,0.6,1,0.33,1,0.33,2,0%,0%,0%,3.2,3,3.33,1,1.5,0.67,2.2,1.5,2.67,80%,100%,67%,20%,0%,33%,20%,0%,33%,20%,50%,0%,1.39,1.7,1.18,1.83,2,1.72,20%,0%,50%,0.8,1,0.5,0.2,0,0.5,0.6,0,0,0%,0%,0%,60%,33%,100%,80%,100%,50%,20%,0%,50%,1.45,1.45,1.45,1.54,1.48,1.63
Botafogo-SP,Ibrachina,Brasil - Campeonato Paulista Sub 20,"Ter, 23 Julho 2024",15:00,49%,63%,V E V V D,E V V V V,V V D V E,D V V V V,D V V D V,V V V V V,2.31,2.67,2,2.15,1.86,2.5,69%,83%,57%,4.23,5.67,3,3.62,5.33,2.14,0.62,0.33,0.86,38%,33%,43%,54%,67%,43%,15%,17%,14%,69%,83%,57%,2.22,2.58,1.99,1.18,1.13,1.22,69%,57%,83%,3.62,3.71,3.5,2.38,2.43,2.33,1.23,1.17,1.17,46%,29%,67%,38%,43%,33%,15%,29%,0%,77%,57%,100%,2.08,2.24,1.9,1.36,1.34,1.39
Yantra,Etar,Bulgária - 2ª Divisão da Bulgária,"Ter, 23 Julho 2024",12:30,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Patriotas,Fortaleza,Colômbia - Campeonato Colombiano,"Ter, 23 Julho 2024",18:00,41%,37%,E D D D V,D D E V D,E D V D V,E E D E V,E D V D E,E E V V D,0.8,1,0.64,1.25,1.3,1.2,20%,22%,18%,1.6,1.44,1.73,0.4,0.44,0.36,1.2,1,1.36,15%,11%,18%,35%,56%,18%,70%,67%,73%,20%,33%,9%,1.2,1.33,1.09,1.32,1.05,1.55,30%,30%,30%,2,2,2,0.95,1.1,0.8,1.05,1.2,1.2,45%,50%,40%,30%,40%,20%,35%,20%,50%,40%,50%,30%,1.32,1.43,1.21,1.21,1.13,1.3
La,Jaguares,Colômbia - Campeonato Colombiano,"Ter, 23 Julho 2024",20:10,41%,37%,D D D D D,D D D D E,D D D D V,E V D E E,E V E E D,D E D D D,1.27,1.38,1.15,1.15,1.55,0.67,35%,38%,31%,2.15,2.08,2.23,1,1.15,0.85,1.15,0.92,1.38,31%,31%,31%,42%,54%,31%,42%,31%,54%,46%,54%,38%,1.53,1.66,1.39,1.18,1.17,1.19,25%,36%,11%,1.85,1.64,2.11,0.85,1,0.67,1,1.44,1.44,40%,36%,44%,35%,45%,22%,40%,36%,44%,45%,55%,33%,1.16,1.35,0.93,1.58,1.34,1.88
Tolima,Deportivo,Colômbia - Campeonato Colombiano,"Ter, 23 Julho 2024",22:20,41%,37%,E D V V V,D V E V V,E V V D D,D V D E D,D D E V V,D V E V D,1.88,2,1.79,0.95,0.8,1.1,54%,58%,50%,2.54,2.58,2.5,1.58,1.67,1.5,0.96,0.92,1,65%,67%,64%,31%,33%,29%,8%,8%,7%,65%,75%,57%,1.36,1.46,1.28,1.27,1,1.5,25%,20%,30%,1.95,2.4,1.5,0.8,0.9,0.7,1.15,0.8,0.8,35%,50%,20%,30%,20%,40%,45%,40%,50%,30%,30%,30%,1.35,1.43,1.26,1.24,1.13,1.36
Seongnam,Jeonnam,Coreia do Sul - 2ª Divisão da Coreia,"Ter, 23 Julho 2024",07:30,57%,52%,D D E D D,D D V D D,D E D V D,D V V V E,D V E E E,V V V V V,0.95,1,0.91,1.81,1.45,2.2,24%,30%,18%,2.81,3.3,2.36,1,1.2,0.82,1.81,2.1,1.55,62%,70%,55%,10%,0%,18%,33%,30%,36%,33%,50%,18%,1.46,1.6,1.35,1.54,1.53,1.54,52%,36%,70%,3.29,2.91,3.7,1.81,1.64,2,1.48,1.7,1.7,76%,73%,80%,19%,27%,10%,5%,0%,10%,38%,55%,20%,1.54,1.56,1.52,1.47,1.35,1.6
Bucheon,Suwon,Coreia do Sul - 2ª Divisão da Coreia,"Ter, 23 Julho 2024",07:30,57%,52%,E V E D V,V D D V E,E E V E E,E V E E V,E E V D D,V E E E D,1.38,1.27,1.5,1.43,1.36,1.5,33%,36%,30%,2.52,2.82,2.2,1.19,1.27,1.1,1.33,1.55,1.1,52%,45%,60%,38%,45%,30%,19%,18%,20%,57%,64%,50%,1.41,1.41,1.42,1.54,1.62,1.46,38%,36%,40%,2.19,2.36,2,1.24,1.36,1.1,0.95,0.9,0.9,57%,55%,60%,24%,18%,30%,29%,36%,20%,38%,45%,30%,1.76,1.83,1.68,1.45,1.43,1.48
Busan,Gyeongnam,Coreia do Sul - 2ª Divisão da Coreia,"Ter, 23 Julho 2024",07:30,57%,52%,V V E E D,E E E D D,V V D E D,E V D E D,E D E E V,V D D D D,1.38,0.6,2.09,1,0.91,1.1,38%,10%,64%,2.9,3.5,2.36,1.52,1.4,1.64,1.38,2.1,0.73,52%,70%,36%,24%,0%,45%,33%,30%,36%,38%,30%,45%,1.76,1.85,1.67,1.55,1.35,1.73,24%,18%,30%,2.9,2.91,2.9,1.24,1.18,1.3,1.67,1.6,1.6,67%,73%,60%,14%,27%,0%,29%,18%,40%,43%,55%,30%,1.64,1.65,1.62,1.53,1.5,1.56
Santa,Sporting,Costa Rica - Campeonato da Costa Rica,"Ter, 23 Julho 2024",20:00,40%,60%,D,,D,V,V,,0,0,0,3,3,0,0%,0%,0%,4,0,4,0,0,0,4,0,4,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,-0.45,0,0.55,-0.21,0,0.79,100%,100%,0%,4,4,0,3,3,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.5,1.5,0,0.35,1.35,0
Herediano,Puntarenas,Costa Rica - Campeonato da Costa Rica,"Ter, 23 Julho 2024",23:00,40%,60%,E,,E,E,E,,1,0,1,1,1,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,0.44,0,1.44,0.65,0,1.65,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,-0.24,0.76,0,0.26,1.26,0
Ballkani,Hamrun,Europa -  de Conferência,"Ter, 23 Julho 2024",13:00,50%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Differdange,Ordabasy,Europa -  de Conferência,"Ter, 23 Julho 2024",14:00,50%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Virtus,Tallinna,Europa -  de Conferência,"Ter, 23 Julho 2024",16:00,50%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Pachuca,Querétaro,México - Campeonato Mexicano Feminino,"Ter, 23 Julho 2024",00:06,31%,38%,V,,V,V,V,,3,0,3,3,3,0,100%,0%,100%,5,0,5,5,0,5,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,1.04,0,2.04,-0.79,0,0.21,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,-0.24,0.76,0,-0.49,0.51,0
Monterrey,Atlas,México - Campeonato Mexicano Feminino,"Ter, 23 Julho 2024",22:00,31%,38%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,1,0,1,1,0,1,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,1.23,0,2.23,-0.39,0,0.61,0%,0%,0%,4,4,0,1,1,0,3,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.11,1.11,0,0.54,1.54,0
Raufoss,Levanger,Noruega - First Division,"Ter, 23 Julho 2024",14:00,64%,60%,E V D V V,E V V D V,D V E E V,D V E D E,V E E E D,D D E D E,1.36,1.43,1.29,1.15,1.5,0.86,36%,43%,29%,2,1.57,2.43,1,0.71,1.29,1,0.86,1.14,50%,29%,71%,21%,43%,0%,36%,43%,29%,29%,29%,29%,1.28,1.22,1.34,1.84,2.01,1.66,23%,33%,14%,3.08,3,3.14,1.69,2.17,1.29,1.38,1.86,1.86,62%,50%,71%,31%,50%,14%,15%,17%,14%,46%,50%,43%,1.5,1.54,1.46,1.44,1.22,1.63
Hermanos,Carabobo,Venezuela - Campeonato Venezuelano,"Ter, 23 Julho 2024",18:30,54%,45%,D E D D E,E E D V V,D D D D D,V V D V E,V V V E V,D V E D E,1.2,1.2,1.2,1.81,2.42,1,35%,30%,40%,2.25,2.2,2.3,0.95,1,0.9,1.3,1.2,1.4,50%,60%,40%,25%,30%,20%,25%,10%,40%,45%,40%,50%,1.41,1.62,1.17,1.71,1.48,1.96,48%,75%,11%,2.05,2.42,1.56,1.33,1.75,0.78,0.71,0.78,0.78,48%,50%,44%,43%,42%,44%,24%,8%,44%,57%,83%,22%,1.55,1.77,1.28,1.34,1.39,1.28
Angostura,Estudiantes,Venezuela - Campeonato Venezuelano,"Ter, 23 Julho 2024",21:15,54%,45%,D V D D E,V D E V V,D D E E D,E V D V D,E V V D D,D D E D D,1.5,1.78,1.27,0.64,1,0.17,40%,44%,36%,2.55,2.22,2.82,1.25,1.33,1.18,1.3,0.89,1.64,55%,56%,55%,30%,44%,18%,25%,22%,27%,50%,56%,45%,1.46,1.47,1.45,1.59,1.37,1.79,14%,25%,0%,2.86,2.25,3.67,1.07,1,1.17,1.79,2.5,2.5,71%,63%,83%,0%,0%,0%,29%,38%,17%,0%,0%,0%,1.38,1.45,1.27,1.48,1.41,1.56
