home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
SV Stripfing Weiden,Ried,Áustria - 2ª Divisão da Áustria,"Sex, 02 Agosto 2024",13:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Liefering,First Vienna,Áustria - 2ª Divisão da Áustria,"Sex, 02 Agosto 2024",13:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Union Saint-Gilloise,Beerschot-Wilrijk,Bélgica - Campeonato Belga,"Sex, 02 Agosto 2024",15:45,13%,13%,E,,E,E,E,,1,0,1,1,1,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,0.58,0,1.58,-0.55,0,0.45,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,-0.55,0.45,0,0.07,1.07,0
Vitebsk,Shakhtyor,Bielorrúsia - Campeonato Bielorrusso,"Sex, 02 Agosto 2024",12:30,43%,38%,D E V D E,D D V D V,E V E V E,V V V E E,V E E D D,V V E D D,1.47,1.29,1.63,1.07,1,1.14,40%,43%,38%,1.8,1.86,1.75,1,1,1,0.8,0.86,0.75,40%,14%,63%,33%,43%,25%,33%,43%,25%,53%,57%,50%,1.35,1.27,1.41,1.3,1.12,1.45,27%,25%,29%,2.47,2.63,2.29,0.93,0.88,1,1.53,1.29,1.29,47%,50%,43%,33%,38%,29%,40%,25%,57%,33%,25%,43%,1.17,1.22,1.12,1.73,1.51,1.99
BATE,Minsk,Bielorrúsia - Campeonato Bielorrusso,"Sex, 02 Agosto 2024",14:30,43%,38%,E D V D V,D V V V E,E D D V D,D D D E E,D D E D D,D E D E D,1.27,1.57,1,0.33,0.33,0.33,33%,43%,25%,2.13,3,1.38,1.13,1.86,0.5,1,1.14,0.88,33%,57%,13%,33%,29%,38%,47%,14%,75%,40%,57%,25%,1.45,1.62,1.31,1.38,1.35,1.41,0%,0%,0%,2.13,2.11,2.17,0.53,0.67,0.33,1.6,1.83,1.83,47%,56%,33%,13%,22%,0%,53%,44%,67%,20%,22%,17%,1.3,1.3,1.29,1.58,1.53,1.67
Brusque,América-MG,Brasil - Brasileirão Série B,"Sex, 02 Agosto 2024",19:00,45%,33%,D V E E E,V E E V E,D E E E E,E E E E V,E E V E V,E E D D D,1,1.63,0.5,1.61,2.2,0.88,17%,38%,0%,2,1,2.8,0.78,0.63,0.9,1.22,0.38,1.9,44%,13%,70%,33%,75%,0%,44%,63%,30%,22%,38%,10%,1.2,1.19,1.2,1.62,1.36,1.84,39%,60%,13%,2.17,2.2,2.13,1.28,1.6,0.88,0.89,1.25,1.25,56%,50%,63%,33%,50%,13%,28%,20%,38%,33%,40%,25%,1.42,1.67,1.12,1.15,1.04,1.28
Santos,Sport,Brasil - Brasileirão Série B,"Sex, 02 Agosto 2024",21:30,45%,33%,E V E V V,V V V V D,E E V E D,V E E V E,V E D V V,E V E E D,1.83,2.63,1.2,1.75,2,1.5,56%,88%,30%,2.33,2.88,1.9,1.61,2.5,0.9,0.72,0.38,1,39%,25%,50%,50%,75%,30%,17%,0%,30%,67%,88%,50%,1.58,1.94,1.29,1.24,1.09,1.36,50%,63%,38%,2.25,2.63,1.88,1.31,1.75,0.88,0.94,1,1,50%,63%,38%,38%,38%,38%,19%,0%,38%,63%,75%,50%,1.41,1.45,1.36,1.31,1.27,1.34
Grêmio Sãocarlense,União São João de Araras,Brasil - Copa Paulista,"Sex, 02 Agosto 2024",19:00,49%,35%,V E D E D,E D D,V E E,D E D E D,D E E,D D,1,0.33,1.67,0.4,0.67,0,17%,0%,33%,1.17,0.67,1.67,0.5,0,1,0.67,0.67,0.67,33%,0%,67%,33%,33%,33%,50%,100%,0%,17%,0%,33%,1.63,1.69,1.57,1.48,1.29,1.66,0%,0%,0%,2,1,3.5,0.6,0.33,1,1.4,2.5,2.5,40%,33%,50%,20%,33%,0%,60%,67%,50%,20%,33%,0%,1.49,1.56,1.38,1.54,1.19,2.08
Audax Rio Sub-20,Boavista Sub-20,Brasil - Campeonato Carioca Sub 20,"Sex, 02 Agosto 2024",14:45,50%,52%,D D V D E,D D D D,D V E E,V D D V V,D V D D,V D V D,0.63,0,1.25,1.13,0.75,1.5,13%,0%,25%,2,2.5,1.5,0.63,0.5,0.75,1.38,2,0.75,50%,50%,50%,13%,0%,25%,38%,50%,25%,13%,0%,25%,1.14,1.15,1.12,1.89,1.9,1.89,38%,25%,50%,3.25,3.25,3.25,0.63,0.5,0.75,2.63,2.5,2.5,25%,25%,25%,38%,25%,50%,38%,50%,25%,25%,25%,25%,1.29,0.83,1.44,2.09,3.37,1.66
Oeste Sub 20,União São João Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,D E E E V,E E V V D,D E V D E,D D E E V,D E E E V,D E V V E,1.57,1.57,1.57,1.38,1.43,1.33,43%,43%,43%,2.93,3.14,2.71,1.79,2.14,1.43,1.14,1,1.29,43%,43%,43%,43%,43%,43%,14%,14%,14%,64%,71%,57%,1.9,1.96,1.85,1.69,1.8,1.59,31%,29%,33%,2.38,2.71,2,1.15,1.29,1,1.23,1,1,46%,57%,33%,31%,29%,33%,31%,14%,50%,38%,43%,33%,1.53,1.67,1.31,1.83,1.7,2.07
XV de Piracicaba Sub 20,Ibrachina Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,D V D D D,V D D E D,D D V V D,V D V V V,D V V D V,V V V V V,1.46,1.17,1.71,2.21,1.86,2.57,46%,33%,57%,2.77,2.67,2.86,1.54,1.33,1.71,1.23,1.33,1.14,46%,67%,29%,15%,0%,29%,38%,33%,43%,54%,50%,57%,1.41,1.4,1.42,1.88,1.96,1.84,71%,57%,86%,3.57,3.71,3.43,2.36,2.43,2.29,1.21,1.14,1.14,50%,29%,71%,36%,43%,29%,14%,29%,0%,79%,57%,100%,2.1,2.24,1.96,1.36,1.34,1.37
Desportivo Brasil Sub 20,Grêmio Prudente Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,E V V E V,V E V V D,E V E V D,E V D V V,V D V E V,E V D V V,1.93,1.86,2,2.13,2.38,1.86,57%,57%,57%,3.21,3.86,2.57,2.29,2.71,1.86,0.93,1.14,0.71,57%,57%,57%,29%,14%,43%,21%,29%,14%,36%,43%,29%,2.13,2.31,1.84,1.21,1.04,1.48,67%,75%,57%,2.87,3,2.71,1.67,1.75,1.57,1.2,1.14,1.14,53%,50%,57%,33%,38%,29%,20%,13%,29%,33%,50%,14%,1.61,1.73,1.58,1.54,1.6,1.53
XV de Jaú Sub 20,Ituano Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,V E D D E,E D E D E,V D V D V,D D V D V,D V V V V,D D D V V,1.57,1.29,1.86,1.79,2.14,1.43,43%,29%,57%,3,2.86,3.14,2.21,1.86,2.57,0.79,1,0.57,43%,57%,29%,50%,43%,57%,21%,14%,29%,36%,29%,43%,1.86,1.61,2.01,1.74,2.46,1.3,57%,71%,43%,3.79,3.14,4.43,2.21,2,2.43,1.57,2,2,86%,86%,86%,14%,14%,14%,0%,0%,0%,50%,57%,43%,1.78,1.73,1.83,1.53,1.46,1.6
Portuguesa Santista Sub 20,Ponte Preta Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,D V D D V,V D V V D,D D V D D,D D V E E,D V E V V,D E D V V,1.43,1.86,1,1.86,1.86,1.86,43%,57%,29%,3.86,4.29,3.43,1.57,2.57,0.57,2.29,1.71,2.86,64%,100%,29%,14%,0%,29%,29%,0%,57%,43%,71%,14%,1.49,1.46,1.52,1.94,1.65,2.24,57%,57%,57%,2.79,2.71,2.86,1.86,1.86,1.86,0.93,1,1,50%,43%,57%,21%,29%,14%,29%,29%,29%,50%,43%,57%,1.62,1.64,1.6,1.41,1.33,1.51
São Caetano Sub 20,Novorizontino Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,V D E V V,V V V D V,D E V E V,V V E V V,V E V V V,V V V E V,2.14,2.57,1.71,2.73,2.71,2.75,64%,86%,43%,1.79,2,1.57,1.29,1.57,1,0.5,0.43,0.57,29%,14%,43%,71%,86%,57%,7%,0%,14%,71%,86%,57%,1.59,1.61,1.56,1.66,1.61,1.72,87%,86%,88%,3.87,4.29,3.5,3.4,4,2.88,0.47,0.63,0.63,33%,29%,38%,67%,71%,63%,0%,0%,0%,87%,100%,75%,2.31,2.4,2.19,1.18,1.07,1.32
Santo André Sub 20,Mirassol Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,E D E D D,E D V V V,D E D V E,E D E E V,E E V V E,D E V V V,1.71,2.29,1.14,2.21,2.14,2.29,50%,71%,29%,3.07,3,3.14,1.5,1.71,1.29,1.57,1.29,1.86,79%,86%,71%,14%,14%,14%,14%,0%,29%,64%,100%,29%,1.75,1.8,1.69,1.63,1.5,1.81,64%,57%,71%,3.14,2.43,3.86,2.5,1.86,3.14,0.64,0.71,0.71,43%,43%,43%,57%,57%,57%,14%,29%,0%,64%,57%,71%,2,2.08,1.88,1.2,1.1,1.36
Taubaté Sub 20,José Bonifácio Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,D V D D V,V D V V E,D D V D D,D D V D V,D V V V V,D D V E V,1.5,1.71,1.29,2,2.14,1.86,43%,43%,43%,3.43,2.86,4,1.71,1.43,2,1.71,1.43,2,64%,71%,57%,14%,14%,14%,29%,29%,29%,36%,29%,43%,1.95,1.79,2.14,1.63,1.68,1.58,64%,71%,57%,3.14,2.57,3.71,1.86,1.71,2,1.29,1.71,1.71,36%,29%,43%,43%,57%,29%,21%,14%,29%,50%,71%,29%,1.61,1.55,1.67,1.44,1.36,1.53
Guarani Sub 20,Botafogo-SP Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,V D E D V,V D V V V,D E E V V,D V E V V,D E V V V,V V D V E,1.79,1.86,1.71,2.14,2.29,2,50%,57%,43%,2.93,3.57,2.29,1.93,2.29,1.57,1,1.29,0.71,50%,71%,29%,50%,29%,71%,14%,0%,29%,43%,57%,29%,2.11,2.35,1.63,1.42,1.56,1.16,64%,71%,57%,4.14,5.29,3,3.43,4.71,2.14,0.71,0.86,0.86,43%,43%,43%,50%,57%,43%,14%,14%,14%,64%,71%,57%,2.13,2.31,1.99,1.29,1.37,1.22
Referência Sub 20,Velo Clube Sub 20,Brasil - Campeonato Paulista Sub 20,"Sex, 02 Agosto 2024",15:00,49%,62%,V D E E D,V E E E D,D E D V V,D D E E V,D E D V V,D E V V V,1.57,1.29,1.86,1.93,1.86,2,43%,29%,57%,3.36,2.71,4,1.64,1.14,2.14,1.71,1.57,1.86,64%,57%,71%,14%,14%,14%,29%,43%,14%,43%,29%,57%,1.84,1.84,1.84,1.73,1.66,1.82,57%,57%,57%,2.21,2.86,1.57,1.64,2,1.29,0.57,0.29,0.29,29%,43%,14%,57%,43%,71%,29%,14%,43%,36%,43%,29%,1.63,1.6,1.67,1.7,1.88,1.43
Santarritense Sub-20,Athletico Sub-20,Brasil - Campeonato Mineiro Sub 20,"Sex, 02 Agosto 2024",10:00,33%,57%,D D D D D,D D V D D,D D D D D,E V V V D,E V D V E,V V V D V,0.25,0.5,0,2.09,1.83,2.4,8%,17%,0%,4.17,5.33,3,0.5,1,0,3.67,4.33,3,33%,67%,0%,8%,17%,0%,58%,17%,100%,8%,17%,0%,1.09,1.65,0.81,2.17,1.72,2.4,64%,50%,80%,2.27,2.5,2,1.27,1.5,1,1,1,1,36%,67%,0%,45%,17%,80%,18%,17%,20%,55%,50%,60%,1.58,1.59,1.56,1.49,1.25,1.89
XV de Novembro U20,Ipatinga Sub-20,Brasil - Campeonato Mineiro Sub 20,"Sex, 02 Agosto 2024",10:30,33%,57%,E D D V D,D V E V D,E D D D D,D D D D D,D D D E D,D D D D D,0.73,1.4,0.17,0.09,0.17,0,18%,40%,0%,2.73,2.8,2.67,0.73,1.2,0.33,2,1.6,2.33,36%,40%,33%,18%,20%,17%,55%,40%,67%,18%,20%,17%,1.46,1.31,1.61,1.72,2.08,1.35,0%,0%,0%,3.64,3.33,4,0.09,0,0.2,3.55,3.8,3.8,9%,0%,20%,9%,17%,0%,91%,100%,80%,0%,0%,0%,0.98,0.99,0.97,2.19,1.41,2.96
Futgol Sub-20,Três Corações Sub-20,Brasil - Campeonato Mineiro Sub 20,"Sex, 02 Agosto 2024",10:30,33%,57%,V D D V D,D D D V V,V D V D D,E D D D D,E D D V E,D D V V,1.09,1.2,1,1.1,0.83,1.5,36%,40%,33%,3.36,2.8,3.83,1.27,1.2,1.33,2.09,1.6,2.5,27%,20%,33%,18%,20%,17%,55%,60%,50%,36%,40%,33%,1.39,1.54,1.2,1.95,1.81,2.13,30%,17%,50%,3,2.83,3.25,1.2,0.67,2,1.8,1.25,1.25,10%,0%,25%,50%,50%,50%,60%,83%,25%,30%,17%,50%,1.11,1.2,1.02,2.22,1.74,2.71
Hebar 1918,Slavia Sofia,Bulgária - Campeonato Búlgaro,"Sex, 02 Agosto 2024",13:00,33%,40%,D D,D,D,D,,D,0,0,0,0,0,0,0%,0%,0%,3,2,4,0.5,0,1,2.5,2,3,50%,0%,100%,0%,0%,0%,50%,100%,0%,0%,0%,0%,0.88,1.05,0.71,2.29,1.99,2.6,0%,0%,0%,1,0,1,0,0,0,1,1,1,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,0.68,0,1.68,0.4,0,1.4
Lokomotiv Plovdiv,Levski Sofia,Bulgária - Campeonato Búlgaro,"Sex, 02 Agosto 2024",15:15,33%,40%,E V,V,E,V V,V,V,2,3,1,3,3,3,50%,100%,0%,2.5,1,4,1.5,1,2,1,0,2,50%,0%,100%,50%,100%,0%,0%,0%,0%,50%,100%,0%,1.28,1.14,1.42,1.58,1.28,1.88,100%,100%,100%,5.5,4,7,5,4,6,0.5,1,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,50%,100%,0%,1.85,1.64,2.06,1.06,0.91,1.21
Pacific FC,York9 FC,Canadá - Campeonato Canadense,"Sex, 02 Agosto 2024",23:00,56%,56%,D D V D D,D D E D E,D V D V E,V E V V D,V V V E V,E V D V D,1.27,1.38,1.14,1.69,2.38,1,33%,38%,29%,1.87,1.75,2,0.87,0.88,0.86,1,0.88,1.14,33%,25%,43%,47%,50%,43%,40%,38%,43%,60%,63%,57%,1.23,1.32,1.12,1.47,1.33,1.63,50%,75%,25%,3,3.38,2.63,1.63,2.25,1,1.38,1.63,1.63,63%,63%,63%,13%,25%,0%,25%,13%,38%,56%,63%,50%,1.1,1.18,1.01,1.5,1.39,1.61
Coquimbo Unido,Unión Española,Chile - Campeonato Chileno,"Sex, 02 Agosto 2024",21:00,51%,60%,D V E V V,V E V V V,D V V V E,V D D V V,V D V D V,D V E E D,2,2.5,1.56,1.59,1.91,1,59%,75%,44%,2.35,2,2.67,1.41,1.63,1.22,0.94,0.38,1.44,47%,38%,56%,41%,63%,22%,29%,25%,33%,47%,50%,44%,1.27,1.33,1.21,1.27,0.99,1.53,47%,64%,17%,3.59,4,2.83,1.94,2.27,1.33,1.65,1.5,1.5,59%,55%,67%,18%,18%,17%,24%,27%,17%,53%,55%,50%,1.54,1.55,1.53,1.5,1.37,1.74
Santiago City,Deportes Valdivia,Chile - 4ª Divisão do Chile,"Sex, 02 Agosto 2024",18:00,54%,60%,V E V E V,E V V V V,V E V V D,V D V D D,D V V D E,V D V D D,2.07,2.29,1.86,1.43,1.86,1,64%,71%,57%,2.71,3,2.43,1.86,2.14,1.57,0.86,0.86,0.86,50%,57%,43%,36%,43%,29%,21%,14%,29%,43%,71%,14%,1.62,1.84,1.25,1.49,1.28,1.84,43%,57%,29%,3.21,3.57,2.86,1.64,2,1.29,1.57,1.57,1.57,50%,57%,43%,29%,29%,29%,21%,14%,29%,29%,57%,0%,1.79,1.88,1.66,1.35,1.34,1.35
Comunal Cabrero,Colchagua,Chile - 4ª Divisão do Chile,"Sex, 02 Agosto 2024",19:00,54%,60%,V V E D D,D E D E,V V E D V,D V D E V,D V D V V,E V V E V,1,0.5,1.25,1.86,1.71,2,25%,0%,38%,2.92,3,2.88,1,1,1,1.92,2,1.88,67%,75%,63%,17%,0%,25%,17%,25%,13%,25%,50%,13%,1.24,1.17,1.28,1.77,1.29,2.1,57%,57%,57%,2.57,3.14,2,1.64,2,1.29,0.93,0.71,0.71,50%,57%,43%,29%,14%,43%,36%,29%,43%,29%,29%,29%,1.76,1.98,1.53,1.21,0.98,1.43
Qingdao Youth Island,Cangzhou Mighty Lions,China - Campeonato Chinês,"Sex, 02 Agosto 2024",08:35,55%,56%,D E V D D,E V D D E,D D D D V,D D E E D,D E E D D,D D D D E,0.81,0.91,0.7,0.81,1,0.6,19%,18%,20%,3.38,3.27,3.5,1.24,1.45,1,2.14,1.82,2.5,62%,55%,70%,10%,18%,0%,33%,36%,30%,38%,27%,50%,1.24,1.28,1.2,1.94,1.97,1.91,19%,27%,10%,3.24,2.91,3.6,1,1.09,0.9,2.24,2.7,2.7,52%,45%,60%,10%,18%,0%,38%,36%,40%,38%,36%,40%,0.97,0.97,0.97,2.08,1.67,2.52
Millonarios,Tolima,Colômbia - Campeonato Colombiano,"Sex, 02 Agosto 2024",22:00,41%,37%,D D V E V,D V V D V,D E E E D,V E D V V,V D V E V,E V V D D,1.48,1.73,1.21,1.93,2.08,1.79,41%,53%,29%,2.34,2.4,2.29,1.31,1.53,1.07,1.03,0.87,1.21,52%,40%,64%,31%,40%,21%,24%,20%,29%,48%,53%,43%,1.39,1.55,1.22,1.18,1.03,1.33,56%,62%,50%,2.56,2.62,2.5,1.59,1.69,1.5,0.96,1,1,67%,69%,64%,30%,31%,29%,7%,8%,7%,67%,77%,57%,1.37,1.46,1.28,1.25,0.97,1.5
Santos de Guápiles,Puntarenas,Costa Rica - Campeonato da Costa Rica,"Sex, 02 Agosto 2024",22:00,56%,61%,D E D,E,D D,D D E,D E,D,0.33,1,0,0.33,0.5,0,0%,0%,0%,4,6,3,1.67,3,1,2.33,3,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,33%,0%,50%,1.27,1.78,1.02,1.89,1.76,1.96,0%,0%,0%,2.33,2.5,2,0.67,1,0,1.67,2,2,33%,50%,0%,33%,50%,0%,67%,50%,100%,0%,0%,0%,0.89,0.81,1.06,1.35,1.26,1.53
Dinamo de Zagreb,Istra 1961,Croácia - Campeonato Croata,"Sex, 02 Agosto 2024",16:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
