home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Chacarita Juniors,Estudiantes Caseros,Argentina - 2ª Divisão da Argentina,"Sáb, 27 Julho 2024",15:00,33%,28%,D D D E V,D E V E D,D D V V D,D V D E E,V E V V E,D D E D D,1.25,1.33,1.17,1.5,1.92,1.08,33%,33%,33%,2.29,2.58,2,1.08,1.17,1,1.21,1.42,1,46%,58%,33%,38%,25%,50%,25%,17%,33%,46%,50%,42%,1.11,1.08,1.14,1.11,1.09,1.13,38%,50%,25%,1.46,1.83,1.08,0.83,1.25,0.42,0.63,0.67,0.67,29%,50%,8%,50%,50%,50%,42%,17%,67%,38%,50%,25%,1.28,1.36,1.21,1.22,1.08,1.36
CA Mitre,Almirante Brown,Argentina - 2ª Divisão da Argentina,"Sáb, 27 Julho 2024",16:00,33%,28%,E V D V E,V V V V E,E D E E E,V V E E D,V E D E D,V E D V V,1.29,2,0.58,1,0.83,1.17,29%,58%,0%,1.04,1.33,0.75,0.54,1,0.08,0.5,0.33,0.67,8%,8%,8%,63%,75%,50%,63%,33%,92%,33%,58%,8%,1.32,1.5,1.14,1.36,1.17,1.56,21%,17%,25%,1.46,1.5,1.42,0.58,0.5,0.67,0.88,0.75,0.75,29%,25%,33%,42%,42%,42%,54%,58%,50%,29%,25%,33%,1.33,1.37,1.3,1.49,1.3,1.69
Deportivo Morón,Atlético Rafaela,Argentina - 2ª Divisão da Argentina,"Sáb, 27 Julho 2024",19:10,33%,28%,E V E E E,V E D V E,E E E D D,D D E D D,D E D D D,D D D D E,1.21,1.5,0.92,0.58,0.75,0.42,29%,42%,17%,1.79,1.75,1.83,0.79,0.92,0.67,1,0.83,1.17,29%,17%,42%,46%,58%,33%,50%,50%,50%,38%,42%,33%,1.25,1.29,1.21,1.46,1.25,1.66,13%,17%,8%,1.96,2.08,1.83,0.58,0.75,0.42,1.38,1.42,1.42,38%,42%,33%,21%,33%,8%,54%,50%,58%,17%,25%,8%,1.37,1.6,1.13,1.29,1.15,1.42
Dock Sud,Excursionistas,Argentina - Prim B Metro,"Sáb, 27 Julho 2024",11:00,43%,35%,V D D E E,D E V V D,V D E V E,V E E E E,V E E D E,E E V D E,1.59,1.92,1.29,1.59,1.71,1.46,44%,54%,36%,2.22,2.15,2.29,1.26,1.38,1.14,0.96,0.77,1.14,48%,46%,50%,41%,54%,29%,22%,15%,29%,56%,77%,36%,1.36,1.52,1.22,1.38,1.18,1.57,41%,43%,38%,2.52,2.43,2.62,1.48,1.43,1.54,1.04,1.08,1.08,63%,71%,54%,30%,29%,31%,19%,14%,23%,48%,64%,31%,1.43,1.58,1.27,1.17,1.05,1.3
Deportivo Armenio,Fénix,Argentina - Prim B Metro,"Sáb, 27 Julho 2024",15:00,43%,35%,V V E V E,V V D V V,V E E V E,D V E E V,D V E D V,E V V V E,1.85,2.15,1.57,1.41,1.14,1.69,52%,69%,36%,2.41,2.23,2.57,1.52,1.54,1.5,0.89,0.69,1.07,59%,38%,79%,26%,38%,14%,22%,31%,14%,59%,69%,50%,1.42,1.55,1.31,1.17,1.22,1.13,30%,21%,38%,1.81,1.71,1.92,1,0.79,1.23,0.81,0.69,0.69,48%,50%,46%,41%,36%,46%,30%,36%,23%,44%,29%,62%,1.27,1.27,1.28,1.45,1.42,1.49
UAI Urquiza,San Martín Burzaco,Argentina - Prim B Metro,"Sáb, 27 Julho 2024",15:00,43%,35%,D D V V V,V V E E E,D D V E D,D V D E E,D D E V E,V E D D D,1.04,1.46,0.64,1.11,1.64,0.54,22%,31%,14%,2.26,1.85,2.64,0.93,1,0.86,1.33,0.85,1.79,56%,54%,57%,19%,31%,7%,33%,31%,36%,33%,31%,36%,1.15,1.16,1.15,1.39,1.29,1.47,26%,43%,8%,1.7,1.36,2.08,0.7,0.79,0.62,1,1.46,1.46,44%,36%,54%,33%,57%,8%,37%,29%,46%,44%,64%,23%,1.44,1.53,1.35,1.42,1.32,1.53
Sportivo Italiano,Deportivo Laferrere,Argentina - Prim B Metro,"Sáb, 27 Julho 2024",15:00,43%,35%,E E E V E,E V E D D,E E E D E,E V E D E,E E E D E,V D V D V,0.89,1,0.79,1.22,1.36,1.08,11%,15%,7%,2,2.23,1.79,0.78,0.92,0.64,1.22,1.31,1.14,52%,62%,43%,22%,15%,29%,41%,31%,50%,30%,38%,21%,1.22,1.14,1.29,1.2,1.02,1.37,26%,29%,23%,2.33,1.93,2.77,1.07,1,1.15,1.26,1.62,1.62,59%,50%,69%,30%,36%,23%,19%,29%,8%,44%,36%,54%,1.35,1.5,1.19,1.31,1.15,1.47
Argentino Quilmes,Villa Dálmine,Argentina - Prim B Metro,"Sáb, 27 Julho 2024",15:00,43%,35%,V D E E E,D E E V V,V E E V E,V D D D E,V D E E E,D D D V E,1.78,1.85,1.71,0.89,1.14,0.62,44%,46%,43%,1.78,1.77,1.79,1.19,1.23,1.14,0.59,0.54,0.64,44%,46%,43%,48%,46%,50%,26%,23%,29%,56%,69%,43%,1.42,1.63,1.23,1.21,1.05,1.37,15%,21%,8%,1.37,1.5,1.23,0.48,0.64,0.31,0.89,0.92,0.92,26%,36%,15%,37%,43%,31%,59%,43%,77%,22%,29%,15%,1.15,1.29,1,1.29,1.14,1.45
Flandria,Sacachispas,Argentina - Prim B Metro,"Sáb, 27 Julho 2024",15:00,43%,35%,D E V D D,E D D V D,D V D E V,E E D D E,E D E D D,E D V D D,1.37,1.38,1.36,1,1.36,0.62,37%,38%,36%,1.81,1.69,1.93,0.89,0.85,0.93,0.93,0.85,1,33%,23%,43%,44%,54%,36%,37%,46%,29%,56%,54%,57%,1.24,1.3,1.19,1.25,1.12,1.37,26%,36%,15%,2.22,2.36,2.08,0.67,1,0.31,1.56,1.77,1.77,30%,43%,15%,30%,36%,23%,52%,29%,77%,33%,43%,23%,1.09,1.22,0.95,1.4,1.33,1.48
Villa San Carlos,Deportivo Merlo,Argentina - Prim B Metro,"Sáb, 27 Julho 2024",15:00,43%,35%,E E V E D,E E D E E,E V D D E,E D D D E,E D E E E,D D E D D,0.89,1.38,0.43,1.04,1.43,0.62,19%,31%,7%,2.15,2.54,1.79,0.93,1.46,0.43,1.22,1.08,1.36,41%,46%,36%,22%,31%,14%,52%,38%,64%,37%,46%,29%,1.28,1.49,1.11,1.43,1.33,1.52,22%,29%,15%,1.7,1.57,1.85,0.67,0.93,0.38,1.04,1.46,1.46,30%,43%,15%,33%,43%,23%,56%,36%,77%,22%,36%,8%,1.28,1.4,1.15,1.19,1.1,1.29
Colegiales,Acassuso,Argentina - Prim B Metro,"Sáb, 27 Julho 2024",17:00,43%,35%,V V V E V,V V V V V,V V E V V,D E D D D,D D D D D,E D E V D,2.22,2.31,2.14,1.04,1.07,1,67%,69%,64%,2,2,2,1.48,1.46,1.5,0.52,0.54,0.5,33%,46%,21%,59%,54%,64%,19%,8%,29%,67%,69%,64%,1.4,1.4,1.4,1.13,1,1.24,26%,29%,23%,1.93,2.07,1.77,0.7,0.79,0.62,1.22,1.15,1.15,37%,36%,38%,37%,36%,38%,44%,43%,46%,26%,21%,31%,1.32,1.48,1.14,1.32,1.28,1.36
Crucero del Norte,Independiente Chivilcoy,Argentina - Torneo Federal A,"Sáb, 27 Julho 2024",15:00,36%,28%,D D E D D,E D D E V,D D D D E,V E D E D,V E E V D,D D E E E,0.88,1.25,0.56,1.29,1.56,1,18%,25%,11%,1.94,1.25,2.56,0.65,0.63,0.67,1.29,0.63,1.89,35%,25%,44%,41%,63%,22%,47%,50%,44%,29%,38%,22%,1.32,1.45,1.21,1.29,1.12,1.45,29%,44%,13%,1.59,2.22,0.88,0.82,1.22,0.38,0.76,0.5,0.5,29%,33%,25%,53%,44%,63%,53%,44%,63%,35%,33%,38%,1.59,1.95,1.19,1.38,1.16,1.64
Defensores Belgrano VR,Sol de América,Argentina - Torneo Federal A,"Sáb, 27 Julho 2024",16:00,36%,28%,D E E E E,E E V E V,D E E E V,D V V E V,D V V V V,V E E E D,1.71,2,1.44,1.65,2.33,0.88,41%,50%,33%,1.76,2,1.56,1.18,1.5,0.89,0.59,0.5,0.67,41%,50%,33%,53%,50%,56%,24%,0%,44%,53%,75%,33%,1.49,1.7,1.31,1.18,1.03,1.32,47%,78%,13%,1.88,2,1.75,1,1.33,0.63,0.88,1.13,1.13,35%,33%,38%,41%,44%,38%,41%,22%,63%,53%,78%,25%,1.32,1.33,1.32,1.34,1.16,1.52
Puerto Nuevo,Atlas,Argentina - Primera C,"Sáb, 27 Julho 2024",15:00,44%,39%,D V D D E,V E E D D,D D D V V,V D V E D,V V E V V,D D V D D,1,1,1,1.56,1.86,1.23,22%,23%,21%,2.41,2,2.79,1.04,0.85,1.21,1.37,1.15,1.57,48%,31%,64%,22%,38%,7%,37%,46%,29%,37%,38%,36%,1.36,1.36,1.36,1.37,1.29,1.45,44%,50%,38%,2.96,2.71,3.23,1.56,1.71,1.38,1.41,1.85,1.85,59%,50%,69%,26%,36%,15%,15%,14%,15%,59%,64%,54%,1.37,1.45,1.29,1.52,1.4,1.66
El Porvenir,Yupanqui,Argentina - Primera C,"Sáb, 27 Julho 2024",15:00,44%,39%,E V D D E,V E E E E,E D D D D,D D D D V,D D D E D,D V D E D,1.26,1.54,1,1.15,1.36,0.92,33%,38%,29%,2.22,1.77,2.64,1.07,1.08,1.07,1.15,0.69,1.57,41%,31%,50%,37%,54%,21%,41%,38%,43%,41%,46%,36%,1.45,1.55,1.37,1.36,1.17,1.53,30%,36%,23%,1.81,1.86,1.77,0.81,0.93,0.69,1,1.08,1.08,30%,36%,23%,44%,50%,38%,41%,29%,54%,44%,57%,31%,1.35,1.39,1.32,1.55,1.59,1.5
Deportivo Muñiz,Real Pilar,Argentina - Primera C,"Sáb, 27 Julho 2024",15:00,44%,39%,D V D D V,V V V D D,D D D V D,E E V D E,E V D E V,E E E V E,1.26,1.62,0.93,1.41,1.5,1.31,37%,54%,21%,3.07,3.15,3,1.41,1.77,1.07,1.67,1.38,1.93,56%,77%,36%,19%,15%,21%,30%,8%,50%,41%,54%,29%,1.49,1.7,1.31,1.57,1.55,1.59,30%,36%,23%,2.44,2.29,2.62,1.41,1.36,1.46,1.04,1.15,1.15,56%,57%,54%,33%,36%,31%,26%,21%,31%,37%,43%,31%,1.58,1.7,1.44,1.33,1.26,1.41
General Lamadrid,Deportivo Paraguayo,Argentina - Primera C,"Sáb, 27 Julho 2024",15:00,44%,39%,E V D E V,V V V V V,E D E E V,E D D E V,E D E D D,D V D D D,1.96,2.23,1.71,0.78,0.57,1,56%,69%,43%,2.07,2.31,1.86,1.41,1.62,1.21,0.67,0.69,0.64,33%,46%,21%,59%,54%,64%,22%,0%,43%,59%,85%,36%,1.41,1.45,1.38,1.17,1.19,1.15,19%,7%,31%,1.78,1.71,1.85,0.52,0.36,0.69,1.26,1.15,1.15,30%,21%,38%,22%,21%,23%,56%,71%,38%,22%,21%,23%,1.24,1.32,1.15,1.62,1.54,1.71
Mercedes,Argentino Rosario,Argentina - Primera C,"Sáb, 27 Julho 2024",15:00,44%,39%,E V D D V,V V E E V,E D D V D,V D D V D,V D V V V,D D E V V,1.15,1.62,0.71,1.67,1.86,1.46,26%,38%,14%,1.81,2.15,1.5,0.7,1.08,0.36,1.11,1.08,1.14,33%,46%,21%,37%,46%,29%,44%,23%,64%,37%,62%,14%,1.18,1.23,1.13,1.42,1.29,1.53,44%,50%,38%,2.52,2.5,2.54,1.59,1.71,1.46,0.93,1.08,1.08,48%,57%,38%,41%,29%,54%,22%,21%,23%,63%,64%,62%,1.58,1.76,1.4,1.44,1.34,1.55
New Lambton,Hamilton Olympic,Austrália - Northern NSW NPL,"Sáb, 27 Julho 2024",01:30,56%,69%,D D V D V,V D E D V,D D V V D,D E V V V,D E V D E,V V V D V,0.78,0.78,0.78,1.67,1.33,2,22%,22%,22%,2.67,2.22,3.11,0.83,0.78,0.89,1.83,1.44,2.22,56%,56%,56%,6%,0%,11%,39%,44%,33%,39%,33%,44%,1.15,1.12,1.17,2.06,1.99,2.12,50%,33%,67%,2.67,2.56,2.78,1.33,1.22,1.44,1.33,1.33,1.33,61%,78%,44%,17%,11%,22%,28%,22%,33%,56%,44%,67%,1.8,1.54,2.06,1.62,1.52,1.73
Edgeworth Eagles,Lake Macquarie,Austrália - Northern NSW NPL,"Sáb, 27 Julho 2024",01:30,56%,69%,V E V V V,V V V D V,E V V V V,D D D E D,D D D D D,E D D D D,2,1.78,2.22,0.22,0,0.44,61%,56%,67%,3,3.11,2.89,2.17,2.22,2.11,0.83,0.89,0.78,28%,11%,44%,61%,67%,56%,17%,33%,0%,67%,56%,78%,2.05,1.82,2.28,1.47,1.33,1.62,6%,0%,11%,4.28,4.44,4.11,0.83,0.89,0.78,3.44,3.33,3.33,67%,67%,67%,0%,0%,0%,33%,33%,33%,17%,11%,22%,1.38,1.26,1.52,3.23,3.48,2.95
Cooks Hill United,Maitland,Austrália - Northern NSW NPL,"Sáb, 27 Julho 2024",03:30,56%,69%,V V V E V,V D V D D,V V E V D,D V D V V,D D E D D,V D V V D,1.32,0.78,1.8,1.33,0.67,2,37%,22%,50%,4.05,3.89,4.2,2.21,2,2.4,1.84,1.89,1.8,79%,67%,90%,11%,11%,10%,11%,22%,0%,42%,33%,50%,2.15,2.19,2.11,1.62,1.54,1.7,39%,11%,67%,3.94,3,4.89,1.94,1,2.89,2,2,2,67%,56%,78%,11%,11%,11%,22%,33%,11%,33%,22%,44%,1.89,1.86,1.92,2,2.28,1.71
Valentine,Lambton Jaffas,Austrália - Northern NSW NPL,"Sáb, 27 Julho 2024",04:00,56%,69%,E D D E V,E V D D D,E D D V D,V D D V E,V D V V V,D E E V V,1.33,1.25,1.4,2.44,2.67,2.22,39%,38%,40%,2.78,3.38,2.3,1.44,1.75,1.2,1.33,1.63,1.1,28%,38%,20%,44%,38%,50%,33%,25%,40%,50%,50%,50%,1.8,2.11,1.56,1.75,1.86,1.67,78%,89%,67%,3.72,4.11,3.33,2.56,2.78,2.33,1.17,1,1,61%,56%,67%,33%,33%,33%,6%,11%,0%,83%,89%,78%,2.45,2.31,2.58,1.38,1.59,1.17
Green Gully,Avondale,Austrália - Victoria NPL,"Sáb, 27 Julho 2024",00:00,55%,63%,D D D E V,D D V V D,D E E E D,V E D E V,V E V V V,D E V V V,1.13,1.45,0.83,2.17,2.25,2.09,30%,45%,17%,3.09,3.45,2.75,1.43,2,0.92,1.65,1.45,1.83,61%,64%,58%,22%,27%,17%,22%,9%,33%,57%,64%,50%,1.66,1.74,1.59,1.61,1.46,1.75,65%,67%,64%,3.61,4,3.18,2.52,2.92,2.09,1.09,1.09,1.09,61%,67%,55%,26%,25%,27%,17%,17%,18%,70%,75%,64%,1.71,1.72,1.71,1.3,1.33,1.28
Oakleigh Cannons,Melbourne Knights,Austrália - Victoria NPL,"Sáb, 27 Julho 2024",02:00,55%,63%,D E V V D,D V V V D,D E V V D,V D V E V,V V V D D,D E V V E,1.91,2.09,1.75,1.35,1.17,1.55,57%,64%,50%,3.09,3.09,3.08,1.96,2.18,1.75,1.13,0.91,1.33,61%,55%,67%,30%,36%,25%,13%,18%,8%,61%,55%,67%,1.94,2.26,1.65,1.17,1.23,1.11,39%,33%,45%,3,3.5,2.45,1.61,1.83,1.36,1.39,1.09,1.09,48%,50%,45%,22%,25%,18%,30%,25%,36%,48%,50%,45%,1.59,1.56,1.63,1.55,1.34,1.76
Altona Magic,Moreland City,Austrália - Victoria NPL,"Sáb, 27 Julho 2024",05:15,55%,63%,D D V V D,V V E D D,D D D V E,D E D D D,D D D E V,E D D D D,1.17,1.18,1.17,0.35,0.58,0.09,35%,36%,33%,3.22,1.91,4.42,1.35,0.64,2,1.87,1.27,2.42,48%,18%,75%,26%,45%,8%,30%,45%,17%,43%,45%,42%,1.51,1.5,1.52,1.85,1.88,1.81,9%,17%,0%,3.83,2.75,5,1.13,1.08,1.18,2.7,3.82,3.82,61%,50%,73%,4%,8%,0%,35%,42%,27%,30%,25%,36%,1.12,1.34,0.89,1.66,1.73,1.58
