home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Godoy Cruz Res.,Lanús Res.,Argentina -  de Reservas,"Qua, 31 Julho 2024",18:00,44%,38%,V D E V V,E V V V D,V D V D D,E E V V E,E V V E V,E D V D V,1.56,1.86,1.33,1.95,2.18,1.63,50%,57%,44%,2.44,2,2.78,1.25,1.29,1.22,1.19,0.71,1.56,44%,29%,56%,31%,57%,11%,31%,29%,33%,50%,57%,44%,1.5,1.77,1.3,1.43,1.48,1.38,58%,64%,50%,3.11,3,3.25,1.84,1.91,1.75,1.26,1.5,1.5,74%,82%,63%,21%,18%,25%,11%,0%,25%,74%,91%,50%,1.64,1.62,1.67,1.36,1.17,1.64
Rosario Central Res.,Atlético Tucumán Res.,Argentina -  de Reservas,"Qua, 31 Julho 2024",18:00,44%,38%,V D E V E,V D V D D,V D E E V,D V E D D,D V D E E,E D V D D,1.75,1.43,2,0.87,0.75,1,50%,43%,56%,2.63,3.14,2.22,1.81,2.14,1.56,0.81,1,0.67,44%,29%,56%,38%,43%,33%,38%,43%,33%,50%,43%,56%,1.59,1.71,1.5,1.4,1.26,1.51,20%,13%,29%,2,2.13,1.86,0.6,0.75,0.43,1.4,1.43,1.43,33%,50%,14%,33%,25%,43%,47%,38%,57%,27%,25%,29%,1.21,1.04,1.38,1.3,1.16,1.43
Huracán Res.,Independiente Res.,Argentina -  de Reservas,"Qua, 31 Julho 2024",18:00,44%,38%,D E E D D,E D D V E,D E D E V,V D V E V,E D D V V,V D V V D,1.2,1.29,1.13,1.31,1.43,1.22,27%,29%,25%,1.87,2.14,1.63,0.93,1,0.88,0.93,1.14,0.75,33%,43%,25%,40%,43%,38%,40%,29%,50%,40%,29%,50%,1.17,1.19,1.15,1.28,1.05,1.47,38%,43%,33%,2.06,1.86,2.22,1.13,1.14,1.11,0.94,1.11,1.11,31%,29%,33%,38%,29%,44%,38%,43%,33%,50%,57%,44%,1.47,1.5,1.45,1.45,1.2,1.67
Belgrano Córdoba Res.,Argentinos Juniors Res.,Argentina -  de Reservas,"Qua, 31 Julho 2024",18:00,44%,38%,V D V D D,D D V V E,V V D D V,V D E E E,V E V D V,D E E V V,2,2,2,1.38,1.38,1.38,63%,63%,63%,3.06,3.25,2.88,2.06,2.38,1.75,1,0.88,1.13,38%,38%,38%,38%,38%,38%,25%,25%,25%,69%,63%,75%,1.56,1.76,1.36,1.28,1.43,1.14,31%,38%,25%,1.5,1.88,1.13,0.75,0.88,0.63,0.75,0.5,0.5,31%,25%,38%,44%,38%,50%,44%,50%,38%,56%,50%,63%,1.26,1.4,1.14,1.16,1.1,1.21
Torpedo BelAZ II,Lida,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Qua, 31 Julho 2024",14:00,56%,55%,D D D E D,D E D V E,D D D D D,D D E D V,D D V V D,D E V E V,0.75,0.75,0.75,1.6,1.25,2,19%,13%,25%,3.94,3.63,4.25,1.25,1.13,1.38,2.69,2.5,2.88,69%,88%,50%,13%,0%,25%,19%,13%,25%,50%,63%,38%,0.92,0.89,0.94,1.91,1.7,2.07,47%,38%,57%,2.53,2.5,2.57,1.27,1,1.57,1.27,1,1,47%,50%,43%,40%,25%,57%,13%,25%,0%,67%,63%,71%,1.62,1.58,1.67,1.67,1.69,1.63
Bumprom,Slonim,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Qua, 31 Julho 2024",14:30,56%,55%,D V V E D,V E V V D,D V D E D,E D D E D,E D E V D,D D E D E,1.31,1.43,1.22,0.69,0.56,0.86,38%,43%,33%,2.81,2.57,3,1.69,1.57,1.78,1.13,1,1.22,56%,57%,56%,25%,29%,22%,31%,29%,33%,50%,57%,44%,1.94,2.28,1.65,1.36,1.65,1.12,13%,11%,14%,2.88,3.56,2,1.06,1.33,0.71,1.81,1.29,1.29,56%,78%,29%,25%,11%,43%,38%,11%,71%,13%,22%,0%,1.49,1.7,1.29,1.76,1.63,1.89
ABFF U17,FC Energetik-BGU Minsk,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Qua, 31 Julho 2024",15:00,56%,55%,E D V D D,D D V D V,E V D D D,E V E E D,E D D D D,E V E D D,0.81,1.13,0.5,0.69,0.5,0.88,25%,38%,13%,3.06,3.13,3,1.06,1.25,0.88,2,1.88,2.13,56%,63%,50%,6%,13%,0%,38%,25%,50%,44%,50%,38%,,,,,,,13%,13%,13%,3.13,3.25,3,1.06,0.75,1.38,2.06,1.63,1.63,50%,38%,63%,13%,13%,13%,50%,63%,38%,19%,13%,25%,1.19,1.1,1.28,1.69,1.89,1.49
Baranovichi,Shakhtyor Petrikov,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Qua, 31 Julho 2024",15:00,56%,55%,D D E V D,D D V V E,D E V D D,D D E D D,D D V E D,D E D V V,0.94,1.43,0.56,0.8,0.63,1,25%,43%,11%,2.38,2.57,2.22,0.63,1,0.33,1.75,1.57,1.89,38%,57%,22%,19%,14%,22%,63%,43%,78%,25%,29%,22%,1.07,1.22,0.88,1.61,1.49,1.74,20%,13%,29%,3.13,3,3.29,1.2,1,1.43,1.93,1.86,1.86,60%,50%,71%,20%,38%,0%,33%,38%,29%,40%,50%,29%,1.54,0.68,2.39,1.49,1.69,1.29
Molodechno-DYuSSh 4,Ostrovets FC,Bielorrúsia - 2ª Divisão da Bielorrúsia,"Qua, 31 Julho 2024",15:00,56%,55%,E V V E V,E V V V V,V E V D V,V D E D V,V E V E V,D D E V E,2.44,2.75,2.13,1.44,2,0.71,75%,88%,63%,2.94,3.63,2.25,2.19,2.75,1.63,0.75,0.88,0.63,44%,50%,38%,56%,50%,63%,6%,0%,13%,81%,88%,75%,1.72,1.54,1.83,1.39,1.34,1.42,38%,56%,14%,2.88,2.33,3.57,1.44,1.44,1.43,1.44,2.14,2.14,56%,33%,86%,31%,56%,0%,19%,22%,14%,56%,67%,43%,1.27,1.54,1.09,1.51,1.34,1.62
Oriente Petrolero,Jorge Wilstermann,Bolívia - Campeonato Boliviano,"Qua, 31 Julho 2024",00:00,59%,53%,V V V D D,V D V V V,V V D D D,V D E V D,V D V E D,E D V D D,1.47,1.86,1.13,1.07,1.38,0.71,47%,57%,38%,2.8,1.86,3.63,1.27,1,1.5,1.53,0.86,2.13,60%,43%,75%,20%,29%,13%,27%,43%,13%,60%,57%,63%,1.6,1.7,1.51,1.41,1.1,1.69,27%,38%,14%,2.33,2.38,2.29,1.13,1.38,0.86,1.2,1.43,1.43,40%,38%,43%,40%,50%,29%,33%,25%,43%,27%,38%,14%,1.23,1.39,1.04,1.45,1.25,1.67
Real Tomayapo,Guabirá,Bolívia - Campeonato Boliviano,"Qua, 31 Julho 2024",19:00,59%,53%,E V E D D,V D V V V,E E D D D,V D E E D,V E E V V,D E D D D,1.27,1.86,0.75,1.07,2,0.25,33%,57%,13%,2.47,2.29,2.63,1.13,1.43,0.88,1.33,0.86,1.75,53%,29%,75%,20%,43%,0%,27%,29%,25%,33%,57%,13%,1.42,1.63,1.24,1.74,1.46,1.99,27%,57%,0%,2.73,2.71,2.75,1.33,1.71,1,1.4,1.75,1.75,73%,86%,63%,13%,14%,13%,20%,0%,38%,33%,57%,13%,1.64,2.11,1.18,1.81,1.53,2.08
Bolívar,Gualberto Villarroel SJ,Bolívia - Campeonato Boliviano,"Qua, 31 Julho 2024",22:00,59%,53%,D E V V E,E V V E V,D V E V D,D V D V V,V V E D V,D D V D D,1.82,2.25,1.44,1.24,1.75,0.78,53%,63%,44%,3.24,4,2.56,2.12,2.75,1.56,1.12,1.25,1,65%,75%,56%,29%,25%,33%,12%,13%,11%,59%,63%,56%,1.8,2.27,1.38,1.4,1.33,1.46,35%,50%,22%,3.24,3.38,3.11,1.53,1.88,1.22,1.71,1.89,1.89,65%,63%,67%,12%,25%,0%,24%,13%,33%,41%,63%,22%,1.48,1.65,1.33,1.8,1.47,2.1
Avaí,Botafogo-SP,Brasil - Brasileirão Série B,"Qua, 31 Julho 2024",00:00,45%,34%,E D D D E,D D E V E,E D E E V,D E D D D,E D E V V,D D D V V,1.41,1.56,1.25,1.06,1.22,0.88,35%,44%,25%,1.59,1.89,1.25,0.82,1,0.63,0.76,0.89,0.63,35%,33%,38%,41%,33%,50%,47%,44%,50%,35%,33%,38%,1.26,1.35,1.16,1.25,1.25,1.25,24%,22%,25%,2.35,1.44,3.38,0.88,0.78,1,1.47,2.38,2.38,47%,33%,63%,29%,44%,13%,35%,44%,25%,41%,44%,38%,1.32,1.41,1.22,1.3,1.12,1.49
Caxias,Confiança,Brasil - Brasileirão Série C,"Qua, 31 Julho 2024",22:00,50%,43%,V D V D D,V V D E V,D D D D D,V E E V D,V E V D V,E D D D D,0.92,1.67,0.29,1.14,1.5,0.67,23%,50%,0%,2.69,2.83,2.57,1.08,1.33,0.86,1.62,1.5,1.71,54%,33%,71%,23%,50%,0%,31%,33%,29%,38%,50%,29%,1.42,1.31,1.51,1.7,1.43,1.93,29%,38%,17%,2.43,2.25,2.67,1.21,1.38,1,1.21,1.67,1.67,50%,50%,50%,14%,25%,0%,43%,38%,50%,36%,38%,33%,1.38,1.42,1.33,1.49,1.58,1.38
Náutico,Ypiranga,Brasil - Brasileirão Série C,"Qua, 31 Julho 2024",22:00,50%,43%,E E V E V,E V V D E,E E E D D,E E D V D,E V E V V,E D D V D,1.29,1.71,0.86,1.62,2.33,1,29%,43%,14%,2.86,3.29,2.43,1.64,2.14,1.14,1.21,1.14,1.29,64%,71%,57%,21%,14%,29%,21%,14%,29%,36%,43%,29%,1.51,1.74,1.28,1.58,1.24,1.92,46%,67%,29%,2,2.33,1.71,1.15,1.67,0.71,0.85,1,1,23%,50%,0%,46%,50%,43%,38%,0%,71%,54%,83%,29%,1.55,1.56,1.55,1.4,1.1,1.67
Botafogo,Bahia,Brasil - Copa do Brasil,"Qua, 31 Julho 2024",00:30,40%,41%,V V,V,V,V V E V,V,V E V,3,3,3,2.5,3,2.33,100%,100%,100%,2,1,3,1.5,1,2,0.5,0,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,1.29,1.5,1.08,1.49,0.95,2.01,75%,100%,67%,2.75,1,3.33,2.25,1,2.67,0.5,0.67,0.67,25%,0%,33%,75%,100%,67%,0%,0%,0%,75%,100%,67%,1.99,1.85,2.04,1.02,0.35,1.25
Athletico-PR,RB Bragantino,Brasil - Copa do Brasil,"Qua, 31 Julho 2024",22:00,40%,41%,V D,V,D,V E,V,E,1.5,3,0,2,3,1,50%,100%,0%,3,3,3,2,3,1,1,0,2,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,1.56,2.17,0.95,1.11,0.69,1.53,50%,100%,0%,2.5,3,2,2,3,1,0.5,1,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,1.78,1.74,1.81,0.55,0.16,0.94
CRB,Atlético-MG,Brasil - Copa do Brasil,"Qua, 31 Julho 2024",22:00,40%,41%,V V V E,V V,V E,D V,V,D,2.5,3,2,1.5,3,0,75%,100%,50%,1,1.5,0.5,1,1.5,0.5,0,0,0,0%,0%,0%,100%,100%,100%,25%,0%,50%,75%,100%,50%,1.61,1.58,1.65,1.46,1.03,1.91,50%,100%,0%,1.5,2,1,1,2,0,0.5,1,1,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,1.3,1.99,0.61,0.99,0.76,1.21
Flamengo,Palmeiras,Brasil - Copa do Brasil,"Qua, 31 Julho 2024",23:00,40%,41%,V V,V,V,E V,V,E,3,3,3,2,3,1,100%,100%,100%,1,1,1,1,1,1,0,0,0,0%,0%,0%,100%,100%,100%,0%,0%,0%,100%,100%,100%,2.06,1.64,2.48,0.94,0.59,1.29,50%,100%,0%,1.5,3,0,1,2,0,0.5,0,0,50%,100%,0%,50%,0%,100%,50%,0%,100%,50%,100%,0%,1.98,2.72,1.23,1.52,1.44,1.59
Betim,Aymorés,Brasil - Campeonato Mineiro Módulo II,"Qua, 31 Julho 2024",22:00,44%,22%,D E D V V,E V V E V,D D V D V,V D V V E,V V V V V,D E D D D,1.4,1.86,1,1.53,2.5,0.43,33%,43%,25%,2.13,2.43,1.88,1.13,1.57,0.75,1,0.86,1.13,53%,71%,38%,27%,29%,25%,27%,0%,50%,60%,100%,25%,1.56,1.68,1.42,1.36,1.46,1.25,40%,75%,0%,1.93,1.63,2.29,1.07,1.38,0.71,0.87,1.57,1.57,47%,25%,71%,40%,75%,0%,20%,13%,29%,47%,88%,0%,1.39,1.6,1.14,1.59,1.56,1.62
Pelotas,Monsoon,Brasil - Campeonato Gaúcho A2,"Qua, 31 Julho 2024",23:00,42%,38%,V E D V E,E V V E V,V D E D D,E E V E V,E V V V V,E E D E E,1.61,2,1.22,1.89,2.33,1.44,44%,56%,33%,2.17,2.11,2.22,1.28,1.56,1,0.89,0.56,1.22,44%,44%,44%,39%,44%,33%,28%,22%,33%,44%,67%,22%,1.42,1.35,1.53,1.15,1.05,1.3,50%,67%,33%,1.94,2.33,1.56,1.28,1.78,0.78,0.67,0.78,0.78,39%,44%,33%,50%,56%,44%,33%,22%,44%,50%,67%,33%,1.25,1.35,1.08,1.58,1.51,1.68
Magallanes,Univ. Concepción,Chile - 2ª Divisão do Chile,"Qua, 31 Julho 2024",19:00,53%,54%,D D V V V,D V E V D,D V V D V,E E V E E,E V E E V,E E V D D,1.61,1.78,1.44,1.28,1.67,0.89,50%,56%,44%,2.67,3.11,2.22,1.5,1.89,1.11,1.17,1.22,1.11,56%,67%,44%,22%,11%,33%,28%,22%,33%,39%,56%,22%,1.9,2.04,1.75,1.42,1.39,1.45,33%,44%,22%,2.17,2.33,2,0.89,1.22,0.56,1.28,1.44,1.44,44%,56%,33%,28%,33%,22%,39%,22%,56%,39%,56%,22%,1.51,1.83,1.19,1.59,1.59,1.59
Recoleta,Deportes Santa Cruz,Chile - 2ª Divisão do Chile,"Qua, 31 Julho 2024",19:00,53%,54%,E E D V V,E V E D D,E D V D D,V D D D E,V D E D V,D D V E D,1.41,1.22,1.63,1.33,1.22,1.44,41%,33%,50%,2.24,2.22,2.25,1.06,1,1.13,1.18,1.22,1.13,53%,56%,50%,24%,22%,25%,35%,44%,25%,35%,22%,50%,1.65,1.8,1.48,1.48,1.35,1.63,39%,33%,44%,3.33,2.78,3.89,1.56,1.33,1.78,1.78,2.11,2.11,83%,67%,100%,11%,22%,0%,6%,11%,0%,44%,44%,44%,1.79,1.8,1.78,1.65,1.44,1.89
Antofagasta,Deportes Temuco,Chile - 2ª Divisão do Chile,"Qua, 31 Julho 2024",22:00,53%,54%,E E D E V,E E V D V,E D V E D,V V E D D,V E D D E,V D E E V,1.44,1.89,1,1.06,0.8,1.38,39%,56%,22%,2.67,2.78,2.56,1.44,1.89,1,1.22,0.89,1.56,61%,67%,56%,22%,22%,22%,22%,11%,33%,44%,67%,22%,2.01,2.05,1.97,1.68,1.7,1.66,28%,20%,38%,1.83,1.6,2.13,0.72,0.5,1,1.11,1.13,1.13,33%,20%,50%,39%,30%,50%,44%,60%,25%,39%,30%,50%,1.59,1.84,1.28,1.98,1.75,2.27
Santiago Wanderers,Unión San Felipe,Chile - 2ª Divisão do Chile,"Qua, 31 Julho 2024",22:00,53%,54%,D V E V E,D E V D E,V E E E E,E E V D D,E V D E D,E D D D D,1.22,1,1.44,0.5,0.56,0.44,28%,22%,33%,2.83,3.22,2.44,1.5,1.78,1.22,1.33,1.44,1.22,78%,78%,78%,11%,11%,11%,17%,11%,22%,61%,67%,56%,1.68,1.96,1.39,1.8,1.6,2,11%,11%,11%,2.78,3,2.56,0.94,1.22,0.67,1.83,1.89,1.89,56%,67%,44%,17%,11%,22%,39%,33%,44%,17%,22%,11%,1.7,1.8,1.6,1.6,1.54,1.66
Atlético Nacional,La Equidad,Colômbia - Campeonato Colombiano,"Qua, 31 Julho 2024",01:10,41%,37%,D V V V V,V V D D V,D V V E E,V V D D D,V D D D D,V D D D D,1.43,1.7,1.23,1.39,1.5,1.29,39%,50%,31%,2.22,2.1,2.31,1.17,1.3,1.08,1.04,0.8,1.23,43%,50%,38%,39%,30%,46%,35%,30%,38%,43%,50%,38%,1.58,1.8,1.4,1.18,1.02,1.3,39%,43%,36%,2.07,2,2.14,1,1.14,0.86,1.07,1.29,1.29,29%,29%,29%,46%,57%,36%,39%,29%,50%,50%,57%,43%,1.51,1.65,1.38,1.21,1.18,1.24
Al Ittihad,Enppi,Egito - Campeonato Egípcio,"Qua, 31 Julho 2024",14:30,50%,44%,E D E E D,D E D D D,E E D E V,D D E E V,D E V V D,D E E E V,1.26,1.27,1.25,1.4,1.44,1.36,29%,27%,31%,2.19,2.27,2.13,0.94,1,0.88,1.26,1.27,1.25,45%,47%,44%,32%,27%,38%,42%,47%,38%,39%,40%,38%,1.22,1.36,1.09,1.37,1.26,1.46,37%,38%,36%,2.23,2.25,2.21,1.17,1.19,1.14,1.07,1.07,1.07,43%,50%,36%,37%,38%,36%,37%,31%,43%,37%,44%,29%,1.36,1.33,1.39,1.43,1.42,1.43
ZED FC,Future FC,Egito - Campeonato Egípcio,"Qua, 31 Julho 2024",18:00,50%,44%,V D V D E,D V E E D,V D V V V,V D V V V,V D V D V,V V V E V,1.57,1.29,1.86,1.61,1.31,1.93,39%,29%,50%,2.36,2.36,2.36,1.43,1.36,1.5,0.93,1,0.86,50%,43%,57%,29%,29%,29%,36%,43%,29%,46%,50%,43%,1.5,1.65,1.36,1.29,1.21,1.36,42%,31%,53%,1.87,1.81,1.93,1.13,1,1.27,0.74,0.67,0.67,45%,38%,53%,39%,38%,40%,29%,44%,13%,48%,38%,60%,1.3,1.21,1.39,1.29,1.19,1.4
Águila,Fuerte San Francisco,El Salvador - Campeonato de El Salvador,"Qua, 31 Julho 2024",21:30,40%,60%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,3,0,3,3,0,3,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.74,0,1.74,-0.07,0,0.93,0%,0%,0%,3,3,0,0,0,0,3,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,-0.26,0.74,0,0.59,1.59,0
Hartford Athletic,Detroit City FC,Estados Unidos - USL Championship,"Qua, 31 Julho 2024",23:30,51%,49%,E D E D D,E E D V E,D D D D D,D E D E V,D D E D V,E V V D D,0.95,1.5,0.33,1.56,1.56,1.56,26%,40%,11%,2.58,2.4,2.78,0.84,1.2,0.44,1.74,1.2,2.33,42%,50%,33%,21%,30%,11%,42%,30%,56%,26%,40%,11%,1.27,1.34,1.2,1.62,1.52,1.74,44%,44%,44%,2.56,2.11,3,1.39,1.22,1.56,1.17,1.44,1.44,56%,56%,56%,28%,22%,33%,22%,22%,22%,61%,67%,56%,1.23,1.08,1.38,1.33,1.27,1.38
Auda,Cliftonville,Europa -  de Conferência,"Qua, 31 Julho 2024",15:00,42%,47%,V V V,V,V V,D,D,,3,3,3,0,0,0,100%,100%,100%,2,2,2,1.67,2,1.5,0.33,0,0.5,33%,0%,50%,67%,100%,50%,0%,0%,0%,100%,100%,100%,1.6,1.79,1.5,1.03,0.7,1.19,0%,0%,0%,3,3,0,1,1,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.17,1.17,0,0.25,1.25,0
