home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Aparecidense,Floresta,Brasil - Brasileirão Série C,"Seg, 29 Julho 2024",20:00,49%,43%,E V D D D,E D E V E,V D D E D,V V E V D,V V V D D,V E D V D,1,1.5,0.63,1.14,1.29,1,21%,33%,13%,2.57,2.33,2.75,1.07,1.33,0.88,1.5,1,1.88,50%,67%,38%,29%,33%,25%,36%,17%,50%,43%,83%,13%,1.44,1.54,1.37,1.51,1.38,1.6,36%,43%,29%,2.14,2.57,1.71,0.79,1,0.57,1.36,1.14,1.14,43%,57%,29%,29%,29%,29%,36%,14%,57%,36%,43%,29%,1.43,1.48,1.37,1.4,1.17,1.63
Carlos Renaux,Camboriú,Brasil - Campeonato Catarinense 2ª Divisão,"Seg, 29 Julho 2024",20:00,47%,32%,V E V V D,V V E V,V E D V E,D V D E D,D V E D V,D D E D,1.9,2.5,1.5,1.1,1.67,0.25,50%,75%,33%,1.7,1.75,1.67,1.1,1.5,0.83,0.6,0.25,0.83,30%,25%,33%,60%,75%,50%,30%,25%,33%,70%,75%,67%,1.11,1,1.21,1.45,1.63,1.31,30%,50%,0%,1.6,1.5,1.75,0.6,0.83,0.25,1,1.5,1.5,30%,33%,25%,30%,33%,25%,50%,33%,75%,40%,50%,25%,1.29,1.28,1.33,1.14,1.03,1.36
Votuporanguense,Mirassol B,Brasil - Copa Paulista,"Seg, 29 Julho 2024",19:00,50%,35%,E E V V V,V V,E E V,D E E D,E D,D E,2.2,3,1.67,0.5,0.5,0.5,60%,100%,33%,2.6,3,2.33,2,3,1.33,0.6,0,1,40%,0%,67%,60%,100%,33%,20%,0%,33%,60%,100%,33%,1.81,1.79,1.82,1.59,1.78,1.47,0%,0%,0%,2.5,3.5,1.5,1,1.5,0.5,1.5,1,1,75%,100%,50%,0%,0%,0%,25%,0%,50%,25%,0%,50%,1.63,1.76,1.51,1.5,1.7,1.31
Athletico Sub-20,Boston City Sub-20,Brasil - Campeonato Mineiro Sub 20,"Seg, 29 Julho 2024",19:30,32%,57%,V V V D V,V D V E V,V V V D V,E V D D V,E V V V D,D D D E V,2.2,2,2.4,1.4,2,0.8,70%,60%,80%,2.3,2.6,2,1.3,1.6,1,1,1,1,30%,60%,0%,50%,20%,80%,20%,20%,20%,50%,40%,60%,1.56,1.56,1.56,1.59,1.37,1.89,40%,60%,20%,3.3,3.6,3,1.8,2.4,1.2,1.5,1.8,1.8,40%,40%,40%,40%,60%,20%,30%,20%,40%,30%,40%,20%,1.8,2.19,1.54,2,2.05,1.97
Beroe,Lokomotiv Sofia 1929,Bulgária - Campeonato Búlgaro,"Seg, 29 Julho 2024",13:00,27%,36%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,1,0,1,1,0,1,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.35,0,1.35,0.04,0,1.04,0%,0%,0%,7,7,0,1,1,0,6,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.21,1.21,0,1.06,2.06,0
Cherno More,Septemvri Sofia,Bulgária - Campeonato Búlgaro,"Seg, 29 Julho 2024",15:15,27%,36%,E,E,,D,D,,1,1,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,1.14,2.14,0,-0.09,0.91,0,0%,0%,0%,1,1,0,0,0,0,1,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,0.04,1.04,0,0.35,1.35,0
Botev Plovdiv II,Belasitsa,Bulgária - 2ª Divisão da Bulgária,"Seg, 29 Julho 2024",12:30,47%,33%,V,,V,V,V,,3,0,3,3,3,0,100%,0%,100%,3,0,3,2,0,2,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,-0.06,0,0.94,0.12,0,1.12,100%,100%,0%,3,3,0,3,3,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.99,1.99,0,-0.29,0.71,0
CSKA 1948 Sofia II,Ludogorets II,Bulgária - 2ª Divisão da Bulgária,"Seg, 29 Julho 2024",12:30,47%,33%,D,,D,V,V,,0,0,0,3,3,0,0%,0%,0%,3,0,3,1,0,1,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.08,0,1.08,0.19,0,1.19,100%,100%,0%,2,2,0,2,2,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.29,1.29,0,-0.12,0.88,0
Cobreloa,Palestino,Chile - Campeonato Chileno,"Seg, 29 Julho 2024",21:00,51%,59%,E D D E D,D E D D D,E D D D V,D E V D D,D D V E V,E V D D V,0.94,1,0.88,1.56,1.38,1.75,25%,25%,25%,3.31,3,3.63,0.94,1,0.88,2.38,2,2.75,50%,63%,38%,19%,13%,25%,31%,25%,38%,31%,13%,50%,1.44,1.88,1.01,1.69,1.49,1.89,44%,38%,50%,2.25,2.88,1.63,1.31,1.63,1,0.94,0.63,0.63,31%,38%,25%,50%,38%,63%,38%,38%,38%,38%,38%,38%,1.32,1.31,1.32,1.4,1.39,1.4
Wuhan Three Towns,Shanghai Shenhua,China - Campeonato Chinês,"Seg, 29 Julho 2024",08:35,55%,56%,E E V D D,E D D D D,E V V D V,V V V V V,V V V E V,V V V V E,1.15,0.8,1.5,2.6,2.6,2.6,30%,20%,40%,2.75,2.1,3.4,1.2,0.8,1.6,1.55,1.3,1.8,70%,50%,90%,15%,20%,10%,20%,40%,0%,50%,30%,70%,1.45,1.66,1.23,1.49,1.29,1.69,80%,80%,80%,2.85,3.5,2.2,2.45,3,1.9,0.4,0.3,0.3,35%,40%,30%,65%,60%,70%,5%,0%,10%,75%,70%,80%,1.99,2.21,1.77,1.03,1,1.05
Rionegro Águilas,Patriotas Boyacá,Colômbia - Campeonato Colombiano,"Seg, 29 Julho 2024",19:00,41%,37%,D D E V V,D E V D E,D V D V D,D E D D D,D D D E V,E D V D V,1.19,1.2,1.18,0.76,0.9,0.64,33%,30%,36%,2.05,2.2,1.91,1,1.1,0.91,1.05,1.1,1,38%,40%,36%,29%,30%,27%,38%,30%,45%,48%,50%,45%,1.2,1.43,0.99,1.23,1.19,1.28,19%,20%,18%,1.62,1.5,1.73,0.38,0.4,0.36,1.24,1.36,1.36,14%,10%,18%,33%,50%,18%,71%,70%,73%,19%,30%,9%,1.17,1.25,1.09,1.31,1.04,1.55
Deportivo Pasto,Deportivo Pereira,Colômbia - Campeonato Colombiano,"Seg, 29 Julho 2024",20:00,41%,37%,D D V D E,D D E V V,D D V E V,E V D E E,E E E V D,V D V D V,0.9,0.8,1,1.7,1.5,1.92,24%,20%,27%,2,2.4,1.64,0.81,0.9,0.73,1.19,1.5,0.91,38%,50%,27%,29%,20%,36%,43%,40%,45%,29%,30%,27%,1.32,1.43,1.21,1.25,1.13,1.36,48%,36%,62%,2.37,2.29,2.46,1.37,1.29,1.46,1,1,1,52%,50%,54%,37%,43%,31%,19%,21%,15%,52%,36%,69%,1.13,1.21,1.05,1.25,1.17,1.34
Fortaleza CEIF,Deportivo Cali,Colômbia - Campeonato Colombiano,"Seg, 29 Julho 2024",22:10,41%,37%,V E E D E,E D V D E,V E E V V,V D E V E,V D E V E,E D E D V,1.33,1.3,1.36,1.14,1.42,0.78,33%,30%,36%,2,2,2,1,1.1,0.91,1,0.9,1.09,43%,50%,36%,33%,40%,27%,33%,20%,45%,43%,50%,36%,1.31,1.43,1.19,1.18,1.13,1.22,29%,42%,11%,2.43,2.42,2.44,1.19,1.33,1,1.24,1.44,1.44,43%,33%,56%,29%,42%,11%,33%,33%,33%,43%,50%,33%,1.2,1.19,1.21,1.5,1.43,1.6
Real Santander,Real Soacha,Colômbia - 2ª Divisão da Colômbia,"Seg, 29 Julho 2024",17:00,45%,45%,D D D D D,D D D V V,D D D D D,V D V D E,V V D E D,D E D E D,0.47,1,0,1.29,2.11,0.38,12%,25%,0%,2.94,2.5,3.33,0.76,1,0.56,2.18,1.5,2.78,35%,25%,44%,18%,38%,0%,53%,50%,56%,18%,38%,0%,1.19,1.48,0.97,1.78,1.43,2.05,35%,67%,0%,3.35,3.56,3.13,1.76,2.22,1.25,1.59,1.88,1.88,71%,67%,75%,18%,33%,0%,12%,0%,25%,65%,78%,50%,1.63,1.84,1.34,1.55,1.34,1.82
Gimpo Citizen,Suwon Bluewings,Coreia do Sul - 2ª Divisão da Coreia,"Seg, 29 Julho 2024",07:30,57%,53%,D D D E E,D D E E E,D V V E V,V E V E E,E E V D D,V V E E E,1.36,1.2,1.5,1.5,1.36,1.64,36%,30%,42%,2.45,2.7,2.25,1.14,1.2,1.08,1.32,1.5,1.17,59%,60%,58%,23%,20%,25%,27%,20%,33%,41%,40%,42%,1.25,1.34,1.18,1.61,1.36,1.82,41%,36%,45%,2.23,2.36,2.09,1.32,1.36,1.27,0.91,0.82,0.82,55%,55%,55%,27%,18%,36%,27%,36%,18%,41%,45%,36%,1.72,1.83,1.6,1.45,1.43,1.47
Busan I'Park,Cheongju,Coreia do Sul - 2ª Divisão da Coreia,"Seg, 29 Julho 2024",07:30,57%,53%,V V V E E,V E E E D,V V D E D,D E V D E,D V D E V,E E V D E,1.45,0.82,2.09,1.32,1.27,1.36,41%,18%,64%,2.91,3.45,2.36,1.55,1.45,1.64,1.36,2,0.73,55%,73%,36%,23%,0%,45%,32%,27%,36%,41%,36%,45%,1.73,1.79,1.67,1.54,1.35,1.73,27%,27%,27%,1.95,1.64,2.27,0.95,0.73,1.18,1,1.09,1.09,50%,36%,64%,36%,45%,27%,36%,45%,27%,32%,36%,27%,1.32,1.3,1.34,1.36,1.29,1.42
Pérez Zeledón,Sporting San José,Costa Rica - Campeonato da Costa Rica,"Seg, 29 Julho 2024",22:00,54%,62%,E E,E,E,V V,V,V,1,1,1,3,3,3,0%,0%,0%,3,0,6,1.5,0,3,1.5,0,3,50%,0%,100%,50%,100%,0%,50%,100%,0%,50%,0%,100%,1.71,1.65,1.76,1.61,1.44,1.78,100%,100%,100%,3,4,2,2.5,3,2,0.5,0,0,50%,100%,0%,50%,0%,100%,0%,0%,0%,50%,0%,100%,0.89,1.5,0.28,1.4,1.35,1.45
Brøndby,Vejle,Dinamarca - Campeonato Dinamarquês,"Seg, 29 Julho 2024",14:00,63%,50%,E,,E,D,D,,1,0,1,0,0,0,0%,0%,0%,6,0,6,3,0,3,3,0,3,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.9,0,2.9,-0.09,0,0.91,0%,0%,0%,5,5,0,2,2,0,3,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.07,1.07,0,0.19,1.19,0
Al Ahly,Ceramica Cleopatra,Egito - Campeonato Egípcio,"Seg, 29 Julho 2024",15:00,49%,43%,V V V V V,V V V V V,V V V V V,V E V D V,V V D D V,E D V D D,2.56,2.67,2.47,1.47,1.81,1.07,81%,83%,80%,3.11,3.58,2.73,2.26,2.83,1.8,0.85,0.75,0.93,63%,58%,67%,37%,42%,33%,4%,8%,0%,85%,92%,80%,1.63,1.59,1.66,1.08,1.05,1.11,40%,50%,29%,2.7,2.5,2.93,1.57,1.69,1.43,1.13,1.5,1.5,57%,56%,57%,30%,38%,21%,17%,6%,29%,57%,75%,36%,1.55,1.52,1.58,1.42,1.42,1.43
Al Mokawloon,Zamalek,Egito - Campeonato Egípcio,"Seg, 29 Julho 2024",15:00,49%,43%,E D E D D,D D V E D,E E D D V,E V E V V,E E V V V,V V E D V,0.72,0.5,0.93,1.75,2,1.5,14%,7%,20%,2.66,2.36,2.93,0.97,0.79,1.13,1.69,1.57,1.8,62%,50%,73%,7%,7%,7%,34%,50%,20%,31%,21%,40%,1.18,1.19,1.17,1.42,1.33,1.5,50%,57%,43%,2.54,2.64,2.43,1.54,1.79,1.29,1,1.14,1.14,61%,64%,57%,29%,36%,21%,18%,7%,29%,57%,79%,36%,1.59,1.55,1.64,1.37,1.24,1.51
Bravo,Primorje,Eslovênia - Campeonato da Eslovênia,"Seg, 29 Julho 2024",15:15,56%,56%,D,,D,D,,D,0,0,0,0,0,0,0%,0%,0%,3,0,3,1,0,1,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.47,0,1.47,1.23,0,2.23,0%,0%,0%,2,0,2,0,0,0,2,2,2,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,0.07,0,1.07,0.3,0,1.3
B68,NSÍ,Ilhas Faroé - Campeonato das Ilhas Faroé,"Seg, 29 Julho 2024",13:00,46%,66%,E V D E V,V V E D D,E D E D E,V D V V D,V D V D E,V D V V D,0.69,1,0.44,1.75,1.9,1.5,13%,29%,0%,2.44,1.86,2.89,0.69,0.71,0.67,1.75,1.14,2.22,44%,29%,56%,19%,43%,0%,44%,43%,44%,44%,57%,33%,1.54,1.99,1.18,2.07,2.05,2.08,56%,60%,50%,3.56,3.3,4,2.19,2.2,2.17,1.38,1.83,1.83,56%,50%,67%,31%,40%,17%,13%,10%,17%,63%,70%,50%,1.95,2.14,1.63,1.76,1.74,1.79
KR,KA,Islândia - Campeonato Islandês,"Seg, 29 Julho 2024",15:00,67%,64%,D D E E E,E E D E D,D D E D V,V V E V V,V V D V E,V E V D D,0.93,0.43,1.38,1.2,1.38,1,20%,0%,38%,3.67,3.86,3.5,1.67,1.57,1.75,2,2.29,1.75,87%,86%,88%,0%,0%,0%,13%,14%,13%,47%,43%,50%,1.93,1.93,1.94,1.77,1.55,1.96,33%,38%,29%,3.47,3.38,3.57,1.53,1.75,1.29,1.93,2.29,2.29,73%,75%,71%,13%,13%,14%,13%,13%,14%,53%,63%,43%,1.81,1.82,1.81,1.63,1.47,1.82
América Women,Toluca Women,México - Campeonato Mexicano Feminino,"Seg, 29 Julho 2024",21:00,33%,56%,D,,D,D V,D,V,0,0,0,1.5,0,3,0%,0%,0%,3,0,3,1,0,1,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.35,0,1.35,0.63,0,1.63,50%,0%,100%,2.5,3,2,1.5,1,2,1,0,0,50%,100%,0%,50%,0%,100%,0%,0%,0%,100%,100%,100%,0.95,0.95,0.94,0.73,0.93,0.52
Vålerenga,Ranheim,Noruega - First Division,"Seg, 29 Julho 2024",14:00,64%,61%,V V E V V,V V V D V,V E V V V,V V V E D,V V D V D,V E D E E,2,1.86,2.13,1.33,1.86,0.88,60%,57%,63%,3.8,3.86,3.75,2.53,2.71,2.38,1.27,1.14,1.38,73%,57%,88%,20%,29%,13%,7%,14%,0%,60%,57%,63%,1.97,2.04,1.91,1.33,1.26,1.38,33%,57%,13%,3.27,3.29,3.25,1.73,2,1.5,1.53,1.75,1.75,73%,57%,88%,27%,43%,13%,7%,0%,13%,53%,86%,25%,1.51,1.53,1.5,1.44,1.46,1.42
Veraguas,Herrera,Panamá - Campeonato do Panamá,"Seg, 29 Julho 2024",22:30,53%,45%,D D D D D,D V E V E,D D D D D,D D D V D,D V D V E,D D V V V,0.53,1.14,0.1,1.39,1.2,1.63,12%,29%,0%,3.29,2.57,3.8,1.29,1.14,1.4,2,1.43,2.4,88%,71%,100%,0%,0%,0%,12%,29%,0%,41%,57%,30%,1.34,1.35,1.34,1.67,1.76,1.6,39%,30%,50%,3.06,3.3,2.75,1.61,1.7,1.5,1.44,1.25,1.25,72%,80%,63%,11%,10%,13%,17%,10%,25%,33%,30%,38%,1.45,1.52,1.37,1.48,1.69,1.22
2 de Mayo,Cerro Porteño,Paraguai - Campeonato Paraguaio,"Seg, 29 Julho 2024",20:00,53%,46%,V D E D V,E V V V D,V D D D D,V D V V V,D V E V V,V V V V V,1.41,1.91,0.91,2.14,1.8,2.45,41%,55%,27%,2.36,2.18,2.55,1.23,1.45,1,1.14,0.73,1.55,45%,45%,45%,27%,36%,18%,32%,27%,36%,55%,73%,36%,1.19,1.21,1.17,1.11,0.92,1.31,62%,50%,73%,2.57,2.1,3,1.9,1.5,2.27,0.67,0.73,0.73,48%,30%,64%,43%,50%,36%,14%,30%,0%,71%,60%,82%,1.73,1.78,1.68,1.02,1.03,1.01
Atlético Tembetary,Resistencia,Paraguai - 2ª Divisão do Paraguai,"Seg, 29 Julho 2024",18:00,50%,41%,V V V E E,V V V D V,V E E E V,D V E D V,D D E V V,V E V V D,1.94,2.25,1.67,1.59,1.44,1.75,59%,75%,44%,2.24,2.5,2,1.41,1.38,1.44,0.82,1.13,0.56,41%,50%,33%,35%,25%,44%,24%,25%,22%,59%,63%,56%,1.5,1.42,1.57,1.33,1.18,1.43,47%,44%,50%,2.18,2.56,1.75,1.06,1.11,1,1.12,0.75,0.75,41%,44%,38%,41%,33%,50%,29%,33%,25%,53%,56%,50%,1.32,1.37,1.26,1.22,1.31,1.09
Guaireña,CA Colegiales Paraguay,Paraguai - 2ª Divisão do Paraguai,"Seg, 29 Julho 2024",20:30,50%,41%,E V E D E,V E E V V,E D E V D,E D D E D,E E D D E,D D E D D,1.47,1.63,1.33,0.41,0.33,0.5,35%,38%,33%,1.71,1.75,1.67,0.94,1,0.89,0.76,0.75,0.78,47%,63%,33%,41%,38%,44%,35%,25%,44%,29%,38%,22%,1.22,1.19,1.25,1.39,1.14,1.56,6%,0%,13%,3.06,2.89,3.25,1.06,1,1.13,2,2.13,2.13,65%,78%,50%,6%,0%,13%,29%,22%,38%,35%,44%,25%,1.37,1.62,1.07,1.4,1.59,1.16
Deportivo Garcilaso,Cusco FC,Peru - Campeonato Peruano,"Seg, 29 Julho 2024",17:00,47%,51%,V D V D D,V V D E E,D D E V E,V D D V D,V D V V V,D D D D V,1,1.2,0.8,1.6,2.5,0.7,25%,30%,20%,2.5,2.5,2.5,1.15,1.2,1.1,1.35,1.3,1.4,40%,50%,30%,30%,40%,20%,35%,20%,50%,30%,30%,30%,1.6,1.94,1.26,1.38,1.21,1.55,50%,80%,20%,2.6,2.5,2.7,1.3,1.9,0.7,1.3,2,2,25%,20%,30%,40%,70%,10%,35%,10%,60%,55%,90%,20%,1.21,1.34,1.08,1.45,1,1.89
Raków Częstochowa,Cracovia Kraków,Polônia - Campeonato Polonês,"Seg, 29 Julho 2024",14:00,50%,36%,V,,V,E,E,,3,0,3,1,1,0,100%,0%,100%,2,0,2,2,0,2,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.86,0,1.86,0,0,1,0%,0%,0%,2,2,0,1,1,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-0.28,0.72,0,1.26,2.26,0
