home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Unión Santa Fe Res.,Estudiantes La Plata Res,Argentina -  de Reservas,"Ter, 30 Julho 2024",15:00,44%,38%,D E V D V,V V E D V,D E D D V,V E V E E,V E V E V,E V D E V,1,1.43,0.63,2.06,2.6,1.29,27%,43%,13%,2.6,2,3.13,1.2,1,1.38,1.4,1,1.75,67%,57%,75%,13%,14%,13%,20%,29%,13%,27%,29%,25%,1.84,2.19,1.53,1.78,1.67,1.87,59%,80%,29%,2.47,2.7,2.14,1.47,1.8,1,1,1.14,1.14,59%,70%,43%,29%,30%,29%,18%,0%,43%,47%,70%,14%,1.56,1.55,1.58,1.22,1.19,1.25
Gimnasia Esgrima Res.,Independiente Riva. Res.,Argentina -  de Reservas,"Ter, 30 Julho 2024",15:00,44%,38%,D E D E E,D E D E D,D E E D D,D D D V E,D D V D D,D E E D D,0.73,0.43,1,0.73,1.13,0.29,13%,0%,25%,2.8,2.14,3.38,0.87,0.71,1,1.93,1.43,2.38,60%,71%,50%,20%,14%,25%,33%,29%,38%,40%,43%,38%,1.44,1.66,1.21,1.68,1.37,1.98,20%,38%,0%,2.4,3,1.71,0.73,1.25,0.14,1.67,1.57,1.57,33%,50%,14%,13%,13%,14%,60%,38%,86%,7%,13%,0%,1.5,1.87,1.08,1.55,1.6,1.5
CA Central Córdoba Reserves,Newell's Old Boys Reserves,Argentina -  de Reservas,"Ter, 30 Julho 2024",18:00,44%,38%,E D E D D,E D V E E,E D D E E,V D E V E,V E D V D,D E V E D,0.93,1.43,0.5,1.56,1.63,1.5,13%,29%,0%,1.6,1,2.13,0.6,0.57,0.63,1,0.43,1.5,40%,14%,63%,40%,71%,13%,47%,57%,38%,33%,43%,25%,1.18,1.22,1.14,1.54,1.28,1.81,44%,50%,40%,2.44,2.75,2.2,1.22,1.5,1,1.22,1.2,1.2,39%,38%,40%,33%,38%,30%,33%,25%,40%,44%,63%,30%,1.75,1.78,1.73,1.59,1.5,1.67
Club Aurora,San Antonio Bulo Bulo,Bolívia - Campeonato Boliviano,"Ter, 30 Julho 2024",19:00,59%,53%,E D V E E,V E V D V,E D E E V,E V D D D,E D D V E,V D D V D,1.59,2.38,0.89,1.52,1.91,1.1,41%,75%,11%,2.76,3.88,1.78,1.65,2.63,0.78,1.12,1.25,1,71%,88%,56%,18%,13%,22%,18%,0%,33%,59%,63%,56%,1.4,1.68,1.15,1.44,1.31,1.55,43%,55%,30%,2.76,3.18,2.3,1.57,2.09,1,1.19,1.3,1.3,52%,64%,40%,24%,27%,20%,29%,18%,40%,67%,73%,60%,1.68,1.93,1.43,1.53,1.4,1.66
Oriente Petrolero,Jorge Wilstermann,Bolívia - Campeonato Boliviano,"Ter, 30 Julho 2024",21:00,59%,53%,V V V D D,V D V V V,V V D D D,V D E V D,V D V E D,E D V D D,1.47,1.86,1.13,1.07,1.38,0.71,47%,57%,38%,2.8,1.86,3.63,1.27,1,1.5,1.53,0.86,2.13,60%,43%,75%,20%,29%,13%,27%,43%,13%,60%,57%,63%,1.6,1.7,1.51,1.41,1.1,1.69,27%,38%,14%,2.33,2.38,2.29,1.13,1.38,0.86,1.2,1.43,1.43,40%,38%,43%,40%,50%,29%,33%,25%,43%,27%,38%,14%,1.23,1.39,1.04,1.45,1.25,1.67
Avaí,Botafogo-SP,Brasil - Brasileirão Série B,"Ter, 30 Julho 2024",21:00,45%,33%,E D D D E,D D E V E,E D E E V,D E D D D,E D E V V,D D D V V,1.41,1.56,1.25,1.06,1.22,0.88,35%,44%,25%,1.59,1.89,1.25,0.82,1,0.63,0.76,0.89,0.63,35%,33%,38%,41%,33%,50%,47%,44%,50%,35%,33%,38%,1.26,1.35,1.16,1.25,1.25,1.25,24%,22%,25%,2.35,1.44,3.38,0.88,0.78,1,1.47,2.38,2.38,47%,33%,63%,29%,44%,13%,35%,44%,25%,41%,44%,38%,1.32,1.41,1.22,1.3,1.12,1.49
São Paulo,Goiás,Brasil - Copa do Brasil,"Ter, 30 Julho 2024",20:00,40%,41%,V V,V,V,D V,V,D,3,3,3,1.5,3,0,100%,100%,100%,3,2,4,2.5,2,3,0.5,0,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,50%,100%,0%,3.08,3.69,2.47,0.57,0.47,0.66,50%,100%,0%,1,1,1,0.5,1,0,0.5,1,1,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,0.68,0.92,0.42,1.44,1.24,1.64
Botafogo,Bahia,Brasil - Copa do Brasil,"Ter, 30 Julho 2024",21:30,40%,41%,V V,V,V,V V E V,V,V E V,3,3,3,2.5,3,2.33,100%,100%,100%,2,1,3,1.5,1,2,0.5,0,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,1.29,1.5,1.08,1.49,0.95,2.01,75%,100%,67%,2.75,1,3.33,2.25,1,2.67,0.5,0.67,0.67,25%,0%,33%,75%,100%,67%,0%,0%,0%,75%,100%,67%,1.99,1.85,2.04,1.02,0.35,1.25
Lokomotiv G. Oryahovitsa,Montana,Bulgária - 2ª Divisão da Bulgária,"Ter, 30 Julho 2024",12:30,47%,37%,D,,D,E,E,,0,0,0,1,1,0,0%,0%,0%,2,0,2,0,0,0,2,0,2,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,-0.12,0,0.88,0.29,0,1.29,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,0.25,1.25,0,-0.36,0.64,0
Deportes Limache,San Luis,Chile - 2ª Divisão do Chile,"Ter, 30 Julho 2024",20:00,53%,54%,D D D E E,D E D E V,D D E E V,E D D D D,D D D V V,E D D D D,1.44,1,1.89,1.11,1.11,1.11,39%,22%,56%,2.89,2.44,3.33,1.61,1.11,2.11,1.28,1.33,1.22,50%,44%,56%,22%,22%,22%,28%,33%,22%,61%,56%,67%,1.6,1.72,1.49,1.77,1.71,1.82,33%,33%,33%,2.89,2.78,3,1.11,1.11,1.11,1.78,1.89,1.89,33%,44%,22%,22%,22%,22%,50%,33%,67%,33%,44%,22%,1.41,1.53,1.29,1.72,1.52,1.92
Atlético Nacional,La Equidad,Colômbia - Campeonato Colombiano,"Ter, 30 Julho 2024",22:10,41%,37%,D V V V V,V V D D V,D V V E E,V V D D D,V D D D D,V D D D D,1.43,1.7,1.23,1.39,1.5,1.29,39%,50%,31%,2.22,2.1,2.31,1.17,1.3,1.08,1.04,0.8,1.23,43%,50%,38%,39%,30%,46%,35%,30%,38%,43%,50%,38%,1.58,1.8,1.4,1.18,1.02,1.3,39%,43%,36%,2.07,2,2.14,1,1.14,0.86,1.07,1.29,1.29,29%,29%,29%,46%,57%,36%,39%,29%,50%,50%,57%,43%,1.51,1.65,1.38,1.21,1.18,1.24
Bogotá,Boca Juniors de Cali,Colômbia - 2ª Divisão da Colômbia,"Ter, 30 Julho 2024",18:00,45%,45%,D D V E E,V E D D E,D D E E D,E E V V V,E E V V D,V V V D D,0.82,1.13,0.56,1.35,1.56,1.13,18%,25%,11%,3,2.75,3.22,0.94,1.25,0.67,2.06,1.5,2.56,47%,63%,33%,12%,13%,11%,47%,25%,67%,29%,50%,11%,1.25,1.41,1.12,1.8,1.7,1.89,41%,44%,38%,2,1.44,2.63,1,0.78,1.25,1,1.38,1.38,29%,22%,38%,35%,56%,13%,47%,44%,50%,47%,44%,50%,1.67,1.74,1.59,1.74,1.8,1.68
El Daklyeh FC,El Geish,Egito - Campeonato Egípcio,"Ter, 30 Julho 2024",11:30,49%,43%,D D D E V,D V D V E,D D E D D,E D D E D,E D E D E,D D D E D,0.61,1,0.25,1.16,1.31,1,10%,20%,0%,1.87,1.73,2,0.55,0.73,0.38,1.32,1,1.63,35%,40%,31%,32%,47%,19%,55%,40%,69%,16%,27%,6%,0.99,1.03,0.97,1.63,1.45,1.78,26%,31%,20%,1.87,1.75,2,0.77,0.75,0.8,1.1,1.2,1.2,35%,31%,40%,45%,50%,40%,42%,38%,47%,32%,44%,20%,1.27,1.29,1.25,1.41,1.33,1.49
Baladeyet Al-Mahalla,Ismaily SC,Egito - Campeonato Egípcio,"Ter, 30 Julho 2024",15:00,49%,43%,D E D D E,D E D V D,D E D D D,E D D D V,E D E D V,D D V E E,0.77,0.93,0.63,1.03,1.19,0.87,19%,27%,13%,2.68,2.6,2.75,0.77,0.93,0.63,1.9,1.67,2.13,29%,33%,25%,26%,27%,25%,55%,47%,63%,32%,47%,19%,1.16,1.18,1.14,1.54,1.65,1.44,23%,31%,13%,2.13,2.38,1.87,0.97,1.13,0.8,1.16,1.07,1.07,58%,63%,53%,19%,13%,27%,32%,31%,33%,45%,44%,47%,1.41,1.4,1.43,1.27,1.29,1.24
Pharco,Pyramids FC,Egito - Campeonato Egípcio,"Ter, 30 Julho 2024",15:00,49%,43%,E V E D V,V E V D E,E D D E E,E D D V V,D V V V V,E D V V V,0.97,1.13,0.81,2.3,2.27,2.33,19%,27%,13%,2.29,2.2,2.38,0.97,1,0.94,1.32,1.2,1.44,65%,60%,69%,16%,20%,13%,23%,20%,25%,32%,40%,25%,1.28,1.3,1.25,1.38,1.39,1.38,70%,67%,73%,2.47,2.67,2.27,1.73,1.73,1.73,0.73,0.53,0.53,40%,60%,20%,53%,33%,73%,13%,13%,13%,63%,60%,67%,1.73,1.82,1.64,0.92,0.98,0.86
FAS,Dragón,El Salvador - Campeonato de El Salvador,"Ter, 30 Julho 2024",19:00,40%,60%,E,,E,D,D,,1,0,1,0,0,0,0%,0%,0%,4,0,4,2,0,2,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.23,0,1.23,0.08,0,1.08,0%,0%,0%,3,3,0,0,0,0,3,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,-0.07,0.93,0,0.74,1.74,0
Municipal Limeño,Firpo,El Salvador - Campeonato de El Salvador,"Ter, 30 Julho 2024",19:00,40%,60%,E,,E,V,V,,1,0,1,3,3,0,0%,0%,0%,2,0,2,1,0,1,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,-0.18,0,0.82,0.49,0,1.49,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,-0.11,0.89,0,0.59,1.59,0
CD Platense,Once Municipal,El Salvador - Campeonato de El Salvador,"Ter, 30 Julho 2024",19:00,40%,60%,D,,D,E,E,,0,0,0,1,1,0,0%,0%,0%,1,0,1,0,0,0,1,0,1,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,0.59,0,1.59,-0.11,0,0.89,0%,0%,0%,4,4,0,2,2,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.08,1.08,0,0.23,1.23,0
Cacahuatique,Alianza,El Salvador - Campeonato de El Salvador,"Ter, 30 Julho 2024",19:00,40%,60%,,,,E,E,,0,0,0,1,1,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,2,2,0,1,1,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.49,1.49,0,-0.18,0.82,0
Águila,Fuerte San Francisco,El Salvador - Campeonato de El Salvador,"Ter, 30 Julho 2024",19:00,40%,60%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,3,0,3,3,0,3,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.74,0,1.74,-0.07,0,0.93,0%,0%,0%,3,3,0,0,0,0,3,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,-0.26,0.74,0,0.59,1.59,0
Drita,Breidablik,Europa -  de Conferência,"Ter, 30 Julho 2024",12:00,42%,47%,V,,V,D V D,D V,D,3,0,3,1,1.5,0,100%,0%,100%,3,0,3,2,0,2,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.1,0,1.1,1.48,0,2.48,33%,50%,0%,4,3.5,5,2,2,2,2,3,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,33%,0%,100%,1.83,2.23,1.04,1.06,0.91,1.38
Pyunik,Struga,Europa -  de Conferência,"Ter, 30 Julho 2024",13:00,42%,47%,D,,D,V,V,,0,0,0,3,3,0,0%,0%,0%,3,0,3,1,0,1,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-0.23,0,0.77,0.74,0,1.74,100%,100%,0%,3,3,0,2,2,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.74,1.74,0,-0.23,0.77,0
Tallinna FC Flora,Virtus,Europa -  de Conferência,"Ter, 30 Julho 2024",13:00,42%,47%,E,,E,E,E,,1,0,1,1,1,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,1.29,0,2.29,-0.07,0,0.93,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,-0.07,0.93,0,1.29,2.29,0
Hamrun Spartans,Ballkani,Europa -  de Conferência,"Ter, 30 Julho 2024",15:00,42%,47%,E,,E,E,E,,1,0,1,1,1,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,-0.48,0,0.52,1.25,0,2.25,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,1.25,2.25,0,-0.48,0.52,0
Dečić,Dinamo Batumi,Europa -  de Conferência,"Ter, 30 Julho 2024",16:00,42%,47%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,2,0,2,2,0,2,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,-0.11,0,0.89,1.57,0,2.57,0%,0%,0%,2,2,0,0,0,0,2,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,1.57,2.57,0,-0.11,0.89,0
Espanha Sub-23,Egito Sub-23,Internacional - Olimpíadas,"Ter, 30 Julho 2024",10:00,63%,69%,V V,,V V,V E,E,V,3,0,3,2,1,3,100%,0%,100%,3.5,0,3.5,2.5,0,2.5,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,1.39,0,1.89,0.41,0,0.91,50%,0%,100%,0.5,0,1,0.5,0,1,0,0,0,0%,0%,0%,100%,100%,100%,50%,100%,0%,50%,0%,100%,1.15,1.32,0.98,1.28,1.14,1.41
República Dominicana Sub-23,Uzbequistão Sub-23,Internacional - Olimpíadas,"Ter, 30 Julho 2024",10:00,63%,69%,D E,D,E,D D,D D,,0.5,0,1,0,0,0,0%,0%,0%,2,4,0,0.5,1,0,1.5,3,0,50%,100%,0%,50%,0%,100%,50%,0%,100%,0%,0%,0%,0.82,0.5,1.14,1.92,2.52,1.32,0%,0%,0%,2,2,0,0.5,0.5,0,1.5,0,0,50%,50%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0.87,1.37,0,0.61,1.11,0
Ucrânia Sub-23,Argentina Sub-23,Internacional - Olimpíadas,"Ter, 30 Julho 2024",12:00,63%,69%,V D,V,D,V D,V D,,1.5,3,0,1.5,1.5,0,50%,100%,0%,3,3,3,1.5,2,1,1.5,1,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,1.49,1.35,1.62,1.31,1.8,0.82,50%,50%,0%,3.5,3.5,0,2,2,0,1.5,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,1.32,1.82,0,0.3,0.8,0
Marrocos Sub-23,Iraque Sub-23,Internacional - Olimpíadas,"Ter, 30 Julho 2024",12:00,63%,69%,D V,,D V,D V,V,D,1.5,0,1.5,1.5,3,0,50%,0%,50%,3,0,3,1.5,0,1.5,1.5,0,1.5,100%,0%,100%,0%,0%,0%,0%,0%,0%,50%,0%,50%,0.81,0,1.31,0.98,0,1.48,50%,100%,0%,3.5,3,4,1.5,2,1,2,3,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.81,0.82,0.79,1.82,1.62,2.02
Estados Unidos Sub-23,Guiné Sub-23,Internacional - Olimpíadas,"Ter, 30 Julho 2024",14:00,63%,69%,V D,,V D,D D,D,D,1.5,0,1.5,0,0,0,50%,0%,50%,4,0,4,2,0,2,2,0,2,50%,0%,50%,0%,0%,0%,50%,0%,50%,50%,0%,50%,0.92,0,1.42,0.69,0,1.19,0%,0%,0%,2,3,1,0.5,1,0,1.5,1,1,50%,100%,0%,0%,0%,0%,50%,0%,100%,0%,0%,0%,1.5,1.93,1.07,1.45,1.18,1.72
Nova Zelândia Sub-23,França Sub-23,Internacional - Olimpíadas,"Ter, 30 Julho 2024",14:00,63%,69%,D V,D,V,V V,V V,,1.5,0,3,3,3,0,50%,0%,100%,4,5,3,1.5,1,2,2.5,4,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,0%,100%,1.13,1.07,1.18,1.84,1.75,1.93,100%,100%,0%,2,2,0,2,2,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,1.01,1.51,0,0.58,1.08,0
Israel Sub-23,Japão Sub-23,Internacional - Olimpíadas,"Ter, 30 Julho 2024",16:00,63%,69%,D E,D,E,V V,V V,,0.5,0,1,3,3,0,0%,0%,0%,4,6,2,1.5,2,1,2.5,4,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,0%,100%,,,,,,,100%,100%,0%,3,3,0,3,3,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.9,1.4,0,0.72,1.22,0
Paraguai Sub-23,Mali Sub-23,Internacional - Olimpíadas,"Ter, 30 Julho 2024",16:00,63%,69%,V D,,V D,D E,E,D,1.5,0,1.5,0.5,1,0,50%,0%,50%,5.5,0,5.5,2,0,2,3.5,0,3.5,50%,0%,50%,0%,0%,0%,50%,0%,50%,50%,0%,50%,0.05,0,1.05,0.74,0,1.74,0%,0%,0%,1.5,2,1,0.5,1,0,1,1,1,50%,100%,0%,0%,0%,0%,50%,0%,100%,0%,0%,0%,0.38,0,1.38,0.06,0,1.06
Grindavík,Afturelding,Islândia - 2ª Divisão da Islândia,"Ter, 30 Julho 2024",16:15,61%,60%,D D D E V,V V E E E,D D D E V,D V D D V,D D D D V,V D V V V,1.21,1.5,1,1.21,0.71,1.71,29%,33%,25%,3.5,3.83,3.25,1.57,2.17,1.13,1.93,1.67,2.13,79%,100%,63%,7%,0%,13%,14%,0%,25%,50%,50%,50%,1.29,1.41,1.19,1.87,1.71,1.99,36%,14%,57%,3.57,3.14,4,1.5,1,2,2.07,2,2,57%,57%,57%,7%,0%,14%,36%,43%,29%,50%,29%,71%,1.77,1.95,1.59,1.51,1.17,1.86
