home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Marília Sub 20,RB Bragantino Sub 20,Brasil - Campeonato Paulista Sub 20,"Sáb, 03 Agosto 2024",15:00,49%,62%,D V E E D,V E V E D,D E D V V,V V E E V,V E V V D,V E V D V,1.5,1.57,1.43,2.14,2,2.29,43%,43%,43%,2.86,3.29,2.43,1.64,1.86,1.43,1.21,1.43,1,50%,57%,43%,36%,43%,29%,21%,14%,29%,50%,71%,29%,1.49,1.29,1.8,1.71,1.67,1.76,64%,57%,71%,2.64,2.86,2.43,1.93,2.29,1.57,0.71,0.86,0.86,43%,43%,43%,50%,43%,57%,7%,14%,0%,86%,86%,86%,1.91,2.16,1.62,1.58,1.41,1.78
Sertãozinho Sub 20,São Paulo Sub 20,Brasil - Campeonato Paulista Sub 20,"Sáb, 03 Agosto 2024",15:00,49%,62%,V E D E V,V E V V V,E D V D D,V V V E V,V V V V V,V E V V V,1.71,2,1.43,2.86,3,2.71,50%,57%,43%,3.64,2.71,4.57,1.64,1.57,1.71,2,1.14,2.86,71%,71%,71%,7%,14%,0%,21%,14%,29%,43%,57%,29%,1.66,1.87,1.45,2.21,2.05,2.37,93%,100%,86%,4.21,5,3.43,3.71,4.43,3,0.5,0.43,0.43,36%,43%,29%,64%,57%,71%,0%,0%,0%,93%,100%,86%,2.5,2.6,2.37,1.31,1.2,1.44
Cruzeiro Sub-20,Minas Boca Sub-20,Brasil - Campeonato Mineiro Sub 20,"Sáb, 03 Agosto 2024",15:00,33%,57%,D V V V V,V V V V V,D V V V V,D E E V V,D E V D D,E V D D D,2.55,3,2.17,0.73,0.67,0.8,82%,100%,67%,5.55,6,5.17,4.91,5.6,4.33,0.64,0.4,0.83,36%,40%,33%,55%,60%,50%,18%,0%,33%,45%,60%,33%,2.24,2.69,1.8,1.58,1.37,1.79,18%,17%,20%,4,3.67,4.4,1.18,0.83,1.6,2.82,2.8,2.8,36%,17%,60%,18%,17%,20%,55%,67%,40%,18%,17%,20%,1.18,1.06,1.37,1.98,2.05,1.88
Boston City Sub-20,Coimba Sub-20,Brasil - Campeonato Mineiro Sub 20,"Sáb, 03 Agosto 2024",15:00,33%,57%,E E V D D,E V V V D,E D D D E,D V E D D,D V D D D,E D V V D,1.36,2,0.83,1.08,0.5,1.67,36%,60%,17%,3.18,3.6,2.83,1.73,2.4,1.17,1.45,1.2,1.67,45%,40%,50%,36%,60%,17%,27%,20%,33%,27%,40%,17%,1.63,2.19,1.35,1.96,2.05,1.91,33%,17%,50%,3.42,3.17,3.67,1.58,1.17,2,1.83,1.67,1.67,50%,50%,50%,25%,17%,33%,25%,33%,17%,42%,33%,50%,1.82,2.01,1.35,1.61,1.57,1.71
Contagem U20,Betim Sub-20,Brasil - Campeonato Mineiro Sub 20,"Sáb, 03 Agosto 2024",15:00,33%,57%,V V D V D,V V D E V,V D D V E,V E V V V,V E V V D,V V E V D,1.55,2,1.17,1.91,1.83,2,45%,60%,33%,3.45,4.2,2.83,1.82,2.4,1.33,1.64,1.8,1.5,36%,60%,17%,36%,40%,33%,36%,0%,67%,55%,80%,33%,1.51,1.79,1.22,1.61,1.22,1.99,55%,50%,60%,2.18,2.33,2,1.18,1.17,1.2,1,0.8,0.8,27%,17%,40%,55%,67%,40%,45%,50%,40%,36%,33%,40%,1.55,1.73,1.36,1.86,1.45,2.27
Spartak Varna,CSKA Sofia,Bulgária - Campeonato Búlgaro,"Sáb, 03 Agosto 2024",13:00,33%,40%,E V,,E V,V D,V,D,2,0,2,1.5,3,0,50%,0%,50%,3,0,3,2,0,2,1,0,1,50%,0%,50%,50%,0%,50%,0%,0%,0%,50%,0%,50%,0.86,0,1.36,0.8,0,1.3,50%,100%,0%,2.5,4,1,1.5,3,0,1,1,1,50%,100%,0%,0%,0%,0%,50%,0%,100%,50%,100%,0%,1.89,2.6,1.17,1,0.71,1.29
Ludogorets,Arda,Bulgária - Campeonato Búlgaro,"Sáb, 03 Agosto 2024",15:15,33%,40%,V,V,,V D,V,D,3,3,0,1.5,3,0,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,0.29,1.29,0,0.17,1.17,0,50%,100%,0%,1,1,1,0.5,1,0,0.5,1,1,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,1.18,1.06,1.28,1.39,1.64,1.14
Nesebar,Lovech,Bulgária - 2ª Divisão da Bulgária,"Sáb, 03 Agosto 2024",12:00,45%,40%,D V,V,D,D V,D,V,1.5,3,0,1.5,0,3,50%,100%,0%,2.5,3,2,1,2,0,1.5,1,2,50%,100%,0%,0%,0%,0%,50%,0%,100%,50%,100%,0%,0.9,1.19,0.61,1.64,1.08,2.19,50%,0%,100%,1,1,1,0.5,0,1,0.5,0,0,0%,0%,0%,50%,0%,100%,50%,100%,0%,50%,0%,100%,0.85,0.89,0.8,1.6,1.51,1.68
Fratria,OFK Pirin,Bulgária - 2ª Divisão da Bulgária,"Sáb, 03 Agosto 2024",12:00,45%,40%,V E,E,V,E V,E,V,2,1,3,2,1,3,50%,0%,100%,1.5,2,1,1,1,1,0.5,1,0,50%,100%,0%,50%,0%,100%,0%,0%,0%,100%,100%,100%,1,0.95,1.04,1.2,1.33,1.07,50%,0%,100%,1.5,2,1,1,1,1,0.5,0,0,50%,100%,0%,50%,0%,100%,0%,0%,0%,50%,0%,100%,1.34,1.92,0.76,0.82,0.6,1.03
Spartak Pleven,Dobrudzha 1919,Bulgária - 2ª Divisão da Bulgária,"Sáb, 03 Agosto 2024",12:00,45%,40%,V D,D,V,V E,V,E,1.5,0,3,2,3,1,50%,0%,100%,4,7,1,1.5,2,1,2.5,5,0,50%,100%,0%,50%,0%,100%,0%,0%,0%,100%,100%,100%,1.36,1.21,1.51,1.01,1.12,0.89,50%,100%,0%,3,4,2,2.5,4,1,0.5,1,1,50%,0%,100%,50%,100%,0%,0%,0%,0%,50%,100%,0%,1.5,1.67,1.33,0.85,0.75,0.95
Belasitsa,Etar,Bulgária - 2ª Divisão da Bulgária,"Sáb, 03 Agosto 2024",12:15,45%,40%,D V,V,D,E V,E,V,1.5,3,0,2,1,3,50%,100%,0%,2,3,1,1.5,3,0,0.5,0,1,0%,0%,0%,50%,100%,0%,50%,0%,100%,50%,100%,0%,1.7,1.99,1.4,1.13,0.71,1.54,50%,0%,100%,2.5,2,3,1.5,1,2,1,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,100%,0%,1.74,2.34,1.14,1.04,1.03,1.04
Atlético Ottawa,Cavalry FC,Canadá - Campeonato Canadense,"Sáb, 03 Agosto 2024",20:00,56%,56%,D E V D V,E D V D E,D V E V V,V E D V D,E D E V E,V V D E E,1.81,1.67,2,1.31,1.38,1.25,50%,44%,57%,3,3.22,2.71,1.81,1.89,1.71,1.19,1.33,1,63%,67%,57%,31%,22%,43%,6%,11%,0%,69%,56%,86%,1.47,1.48,1.46,1.21,1.21,1.21,25%,25%,25%,1.88,2.25,1.5,1,1.25,0.75,0.88,0.75,0.75,63%,75%,50%,31%,25%,38%,19%,13%,25%,56%,63%,50%,1.45,1.63,1.27,1.06,1,1.11
Everton de Viña del Mar,O'Higgins,Chile - Campeonato Chileno,"Sáb, 03 Agosto 2024",13:30,51%,60%,E V D D V,E D V E D,V D V V D,D V V E E,V E D E E,D V E D D,1.47,1.5,1.44,1.29,1.33,1.25,41%,38%,44%,3.18,2.75,3.56,1.65,1.5,1.78,1.53,1.25,1.78,71%,63%,78%,24%,38%,11%,12%,13%,11%,53%,50%,56%,1.48,1.73,1.26,1.54,1.46,1.61,35%,33%,38%,3,2.56,3.5,1.41,1,1.88,1.59,1.63,1.63,47%,33%,63%,24%,33%,13%,35%,44%,25%,29%,22%,38%,1.42,1.51,1.31,1.39,1.33,1.47
Huachipato,Colo-Colo,Chile - Campeonato Chileno,"Sáb, 03 Agosto 2024",16:00,51%,60%,D E D V D,E V D E D,D D D D E,V V D V V,V V D V V,V V E V D,1,1.33,0.63,1.88,2,1.75,24%,33%,13%,2.24,2.11,2.38,0.76,0.89,0.63,1.47,1.22,1.75,47%,44%,50%,18%,22%,13%,47%,44%,50%,29%,22%,38%,1.49,1.68,1.28,1.33,1.13,1.55,59%,67%,50%,2.53,2.56,2.5,1.65,1.67,1.63,0.88,0.88,0.88,35%,44%,25%,35%,22%,50%,35%,33%,38%,65%,67%,63%,1.6,1.76,1.42,1.07,1.03,1.1
Universidad Católica-CHI,Palestino,Chile - Campeonato Chileno,"Sáb, 03 Agosto 2024",18:30,51%,60%,V V D V V,V V V D V,V D V V V,D D E V D,D D V E V,D E V D D,1.94,1.63,2.22,1.47,1.38,1.56,59%,50%,67%,2.41,2.75,2.11,1.47,1.63,1.33,0.94,1.13,0.78,41%,38%,44%,41%,38%,44%,35%,38%,33%,53%,50%,56%,1.33,1.53,1.14,1.36,1.23,1.47,41%,38%,44%,2.35,2.88,1.89,1.29,1.63,1,1.06,0.89,0.89,35%,38%,33%,47%,38%,56%,35%,38%,33%,41%,38%,44%,1.31,1.31,1.31,1.4,1.39,1.41
Deportes Iquique,Unión La Calera,Chile - Campeonato Chileno,"Sáb, 03 Agosto 2024",21:00,51%,60%,E V D D E,V D V V D,E D E E D,V D V D D,V D D V D,D V D D E,1.65,2,1.33,0.88,0.78,1,47%,63%,33%,3.59,3.25,3.89,1.88,1.75,2,1.71,1.5,1.89,76%,75%,78%,12%,13%,11%,12%,13%,11%,47%,38%,56%,1.6,1.69,1.52,1.47,1.25,1.66,24%,22%,25%,2.47,2.78,2.13,0.88,1,0.75,1.59,1.38,1.38,53%,67%,38%,24%,11%,38%,35%,33%,38%,24%,11%,38%,1.36,1.39,1.33,1.48,1.42,1.54
Unión San Felipe,Deportes Santa Cruz,Chile - 2ª Divisão do Chile,"Sáb, 03 Agosto 2024",16:00,52%,53%,D E E V D,E V D E D,D E D D D,D V D D D,V D E D V,D D D V E,0.47,0.56,0.4,1.26,1.22,1.3,11%,11%,10%,2.79,3,2.6,0.89,1.22,0.6,1.89,1.78,2,53%,67%,40%,16%,11%,20%,42%,33%,50%,16%,22%,10%,1.72,1.8,1.65,1.61,1.54,1.68,37%,33%,40%,3.21,2.78,3.6,1.47,1.33,1.6,1.74,2,2,79%,67%,90%,11%,22%,0%,11%,11%,10%,42%,44%,40%,1.73,1.8,1.66,1.64,1.44,1.83
San Antonio Unido,Melipilla,Chile - 3ª Divisão do Chile,"Sáb, 03 Agosto 2024",13:00,56%,48%,E D V E V,E V V V E,D E V V E,E D V V E,E V V E D,D E D V E,1.53,1.75,1.29,1.94,2.13,1.75,40%,50%,29%,2.73,3.75,1.57,1.2,1.75,0.57,1.53,2,1,60%,88%,29%,27%,13%,43%,33%,13%,57%,40%,63%,14%,1.29,1.41,1.16,1.8,1.81,1.78,56%,63%,50%,3.25,2.63,3.88,2.25,1.88,2.63,1,1.25,1.25,69%,63%,75%,25%,25%,25%,6%,13%,0%,69%,63%,75%,1.68,1.85,1.52,1.43,1.38,1.49
Deportes Linares,Concepción,Chile - 3ª Divisão do Chile,"Sáb, 03 Agosto 2024",18:30,56%,48%,E V V D D,V D V V D,E V D E E,V E V E D,E E V D V,V V D V D,1.25,1.38,1.13,1.81,1.88,1.75,31%,38%,25%,2.44,2.63,2.25,1.25,1.38,1.13,1.19,1.25,1.13,63%,50%,75%,31%,38%,25%,13%,13%,13%,44%,63%,25%,1.34,1.44,1.25,1.53,1.64,1.41,50%,50%,50%,2.75,3,2.5,1.69,1.88,1.5,1.06,1,1,75%,75%,75%,25%,25%,25%,6%,13%,0%,44%,50%,38%,1.76,1.96,1.56,1.23,1.18,1.27
Puerto Montt,Concón National,Chile - 3ª Divisão do Chile,"Sáb, 03 Agosto 2024",21:00,56%,48%,E E V E V,E E D V D,E V V D V,D V D D D,D V D V V,D D E V D,1.81,1.5,2.13,0.93,1.25,0.57,50%,38%,63%,2.13,1.5,2.75,1.31,0.88,1.75,0.81,0.63,1,44%,25%,63%,50%,63%,38%,19%,38%,0%,56%,50%,63%,1.48,1.67,1.29,1.32,0.92,1.72,27%,38%,14%,2.47,2,3,0.93,0.75,1.14,1.53,1.86,1.86,60%,38%,86%,13%,25%,0%,33%,50%,14%,27%,25%,29%,1.39,1.48,1.3,1.47,1.3,1.67
Colina,Iberia,Chile - 4ª Divisão do Chile,"Sáb, 03 Agosto 2024",13:00,54%,60%,V D D V V,D V V V V,V D E V V,D E D D D,D E D D D,D D E D D,2,2.14,1.86,0.43,0.57,0.29,64%,71%,57%,3.29,4,2.57,2.29,2.86,1.71,1,1.14,0.86,64%,71%,57%,29%,29%,29%,7%,0%,14%,50%,71%,29%,1.51,1.83,1.2,1.26,1.33,1.2,7%,14%,0%,3.07,2.43,3.71,1,0.71,1.29,2.07,2.43,2.43,71%,57%,86%,14%,14%,14%,21%,29%,14%,29%,14%,43%,1.27,1.39,1.18,1.75,1.2,2.16
Deportes Quillón,Constitución Unido,Chile - 4ª Divisão do Chile,"Sáb, 03 Agosto 2024",13:00,54%,60%,D V V D E,V E V V D,D V D D E,D V V V D,D V V D V,V D D V V,1.38,1.75,0.8,1.92,2,1.8,38%,50%,20%,4.77,4.88,4.6,2.54,2.88,2,2.23,2,2.6,85%,100%,60%,8%,0%,20%,8%,0%,20%,31%,38%,20%,1.5,1.54,1.37,1.49,1.37,1.91,62%,63%,60%,2.85,3.13,2.4,2,2.38,1.4,0.85,1,1,46%,38%,60%,46%,63%,20%,8%,0%,20%,46%,75%,0%,1.95,2.07,1.38,1.35,1.31,1.57
Chimbarongo,Municipal Puente Alto,Chile - 4ª Divisão do Chile,"Sáb, 03 Agosto 2024",17:00,54%,60%,V V D D E,V D E V D,V D V D D,D D D V V,D D D V E,V D D D D,1.79,1.86,1.71,0.79,1,0.57,57%,57%,57%,2.71,2.29,3.14,1.29,1.14,1.43,1.43,1.14,1.71,29%,43%,14%,36%,29%,43%,36%,29%,43%,43%,57%,29%,1.27,1.32,1.22,1.67,1.42,1.97,21%,29%,14%,2.71,2.29,3.14,0.93,1,0.86,1.79,2.29,2.29,50%,29%,71%,14%,29%,0%,43%,57%,29%,21%,14%,29%,1.3,1.86,0.96,1.55,1.37,1.66
Municipal Mejillones,Unión Compañías,Chile - 4ª Divisão do Chile,"Sáb, 03 Agosto 2024",19:00,54%,60%,D V D D D,D V D D E,D D D D D,D D D D D,D D E V V,D D D D E,0.58,0.8,0.43,0.62,1.17,0.14,17%,20%,14%,2.42,2.2,2.57,0.5,0.4,0.57,1.92,1.8,2,25%,20%,29%,17%,20%,14%,58%,60%,57%,25%,20%,29%,1.07,1.13,1.05,1.87,1.46,1.94,15%,33%,0%,3.62,2.67,4.43,1.08,1,1.14,2.54,3.29,3.29,62%,50%,71%,8%,17%,0%,38%,50%,29%,23%,33%,14%,1.33,1.41,1.19,1.45,1.37,1.58
Zhejiang,Qingdao Hainiu,China - Campeonato Chinês,"Sáb, 03 Agosto 2024",08:00,55%,56%,D D D V D,D V V V V,D D D D D,V D E V D,V V D V E,D E D V D,1.33,2,0.6,1.05,1.4,0.73,43%,64%,20%,3.57,3.64,3.5,1.67,2.36,0.9,1.9,1.27,2.6,62%,73%,50%,19%,27%,10%,24%,9%,40%,48%,55%,40%,1.83,1.89,1.78,1.6,1.51,1.7,29%,40%,18%,2.81,3.5,2.18,1,1.6,0.45,1.81,1.73,1.73,38%,60%,18%,14%,10%,18%,52%,30%,73%,24%,30%,18%,1.27,1.48,1.09,1.79,1.72,1.86
Meizhou Hakka,Tianjin Tiger,China - Campeonato Chinês,"Sáb, 03 Agosto 2024",08:35,55%,56%,D E V D D,V D D E E,D E D D V,V D D E V,V E V D E,D D E D V,0.81,0.73,0.9,1.29,1.1,1.45,14%,9%,20%,2.57,2.09,3.1,0.86,0.64,1.1,1.71,1.45,2,48%,55%,40%,29%,27%,30%,43%,45%,40%,19%,0%,40%,1.19,1.18,1.2,1.78,1.63,1.94,33%,20%,45%,2.86,2.3,3.36,1.48,1.1,1.82,1.38,1.55,1.55,62%,50%,73%,24%,30%,18%,24%,40%,9%,48%,50%,45%,1.44,1.65,1.25,1.49,1.4,1.58
Shandong Taishan,Shanghai Port,China - Campeonato Chinês,"Sáb, 03 Agosto 2024",08:35,55%,56%,D V E D D,E V V V V,D V D D E,V V V V V,V V V V V,V V V V V,1.62,2,1.33,2.71,2.82,2.6,43%,56%,33%,2.9,3.56,2.42,1.52,2.22,1,1.38,1.33,1.42,48%,67%,33%,33%,22%,42%,33%,22%,42%,43%,56%,33%,1.73,1.91,1.6,1.24,1.13,1.33,86%,91%,80%,4.29,5,3.5,3.43,3.91,2.9,0.86,0.6,0.6,57%,82%,30%,43%,18%,70%,5%,0%,10%,86%,82%,90%,2.4,2.55,2.24,1.11,1.18,1.03
Wuhan Three Towns,Shenzhen,China - Campeonato Chinês,"Sáb, 03 Agosto 2024",09:00,55%,56%,D E E V D,D E D D D,E V V D V,V V E E D,V V E V D,E D V E D,1.1,0.73,1.5,1.14,1.09,1.2,29%,18%,40%,2.71,2.09,3.4,1.14,0.73,1.6,1.57,1.36,1.8,67%,45%,90%,14%,18%,10%,24%,45%,0%,48%,27%,70%,1.42,1.58,1.23,1.48,1.29,1.69,29%,27%,30%,2.67,3,2.3,1,1,1,1.67,1.3,1.3,52%,55%,50%,24%,18%,30%,33%,36%,30%,24%,9%,40%,1.35,1.33,1.38,1.37,1.43,1.3
Chengdu Rongcheng,Changchun Yatai,China - Campeonato Chinês,"Sáb, 03 Agosto 2024",09:00,55%,56%,V E V V V,V V V V E,V E V V E,V D D E V,V V E E V,D D E D E,2.14,2.5,1.82,1,1.2,0.82,67%,80%,55%,3.29,3.5,3.09,2.33,2.8,1.91,0.95,0.7,1.18,57%,40%,73%,29%,50%,9%,14%,10%,18%,62%,80%,45%,1.78,1.91,1.67,1.03,0.85,1.19,24%,30%,18%,3.14,2.5,3.73,1.43,1.4,1.45,1.71,2.27,2.27,62%,50%,73%,24%,30%,18%,24%,30%,18%,57%,60%,55%,1.18,1.25,1.12,1.64,1.28,1.96
Envigado,Fortaleza CEIF,Colômbia - Campeonato Colombiano,"Sáb, 03 Agosto 2024",17:00,41%,37%,D D V D D,D V D D E,D D E D D,V V E E D,V E D V D,V E E V V,0.86,1.08,0.6,1.41,1.45,1.36,18%,25%,10%,2.18,2,2.4,0.77,0.92,0.6,1.41,1.08,1.8,50%,50%,50%,18%,17%,20%,36%,33%,40%,36%,33%,40%,1.26,1.36,1.14,1.52,1.47,1.57,36%,36%,36%,2.05,2.09,2,1.05,1.18,0.91,1,1.09,1.09,45%,55%,36%,32%,36%,27%,32%,18%,45%,45%,55%,36%,1.31,1.44,1.19,1.18,1.13,1.22
Jaguares de Córdoba,Deportivo Pasto,Colômbia - Campeonato Colombiano,"Sáb, 03 Agosto 2024",19:00,41%,37%,E D E V D,E V E E D,E D D E D,V D D V D,V D D E V,D D V E V,1.09,1.55,0.64,1,1,1,23%,36%,9%,1.73,1.64,1.82,0.77,1,0.55,0.95,0.64,1.27,36%,36%,36%,36%,45%,27%,45%,36%,55%,41%,55%,27%,1.15,1.35,0.96,1.58,1.34,1.83,27%,27%,27%,2,2.36,1.64,0.86,1,0.73,1.14,0.91,0.91,36%,45%,27%,32%,27%,36%,41%,36%,45%,32%,36%,27%,1.32,1.43,1.21,1.22,1.07,1.36
La Equidad,Once Caldas,Colômbia - Campeonato Colombiano,"Sáb, 03 Agosto 2024",21:20,41%,37%,V V V D D,V D D D D,V V D D D,V V V V D,V V D E V,V V D E D,1.45,1.5,1.4,1.64,1.93,1.36,41%,43%,40%,2.03,2,2.07,1,1.14,0.87,1.03,0.86,1.2,28%,29%,27%,48%,57%,40%,38%,29%,47%,52%,57%,47%,1.49,1.65,1.34,1.25,1.18,1.32,46%,57%,36%,1.61,1.5,1.71,0.89,1,0.79,0.71,0.93,0.93,32%,29%,36%,43%,57%,29%,39%,36%,43%,39%,50%,29%,1.17,1.31,1.04,1.45,1.16,1.75
Atlético Huila,Boca Juniors de Cali,Colômbia - 2ª Divisão da Colômbia,"Sáb, 03 Agosto 2024",17:00,44%,44%,D V V D V,V V V D V,D D D V D,V E E V V,E E V V D,V V V V D,2,2.75,1.25,1.44,1.56,1.33,67%,92%,42%,2.04,2,2.08,1.33,1.67,1,0.71,0.33,1.08,29%,25%,33%,50%,67%,33%,21%,8%,33%,67%,83%,50%,1.46,1.75,1.18,1.22,1.05,1.4,44%,44%,44%,1.94,1.44,2.44,1,0.78,1.22,0.94,1.22,1.22,28%,22%,33%,39%,56%,22%,44%,44%,44%,50%,44%,56%,1.63,1.74,1.53,1.78,1.8,1.76
Sporting San José,Guanacasteca,Costa Rica - Campeonato da Costa Rica,"Sáb, 03 Agosto 2024",18:00,56%,61%,V V V,V,V V,V D D,V D,D,3,3,3,1,1.5,0,100%,100%,100%,2.67,4,2,2.33,3,2,0.33,1,0,33%,100%,0%,67%,0%,100%,0%,0%,0%,67%,0%,100%,0.92,1.5,0.63,1.39,1.35,1.41,33%,50%,0%,3.33,3,4,1,1,1,2.33,3,3,67%,50%,100%,0%,0%,0%,33%,50%,0%,33%,50%,0%,1.51,1.74,1.27,2.01,1.29,2.73
Deportivo Saprissa,Municipal Liberia,Costa Rica - Campeonato da Costa Rica,"Sáb, 03 Agosto 2024",20:00,56%,61%,V V D,V,V D,V D E,D,V E,2,3,1.5,1.33,0,2,67%,100%,50%,4.33,4,4.5,2.33,3,2,2,1,2.5,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,1.78,2.73,1.31,1.21,1.27,1.18,33%,0%,50%,2,3,1.5,1,1,1,1,0.5,0.5,67%,100%,50%,33%,0%,50%,33%,0%,50%,33%,0%,50%,1.54,1.89,1.37,1.31,1.04,1.45
Santa Ana,Herediano,Costa Rica - Campeonato da Costa Rica,"Sáb, 03 Agosto 2024",23:00,56%,61%,E D D,D,E D,D V E,V,D E,0.33,0,0.5,1.33,3,0.5,0%,0%,0%,2.67,2,3,0.33,0,0.5,2.33,2,2.5,33%,0%,50%,0%,0%,0%,67%,100%,50%,0%,0%,0%,1.16,1.45,1.02,0.95,0.28,1.29,33%,100%,0%,1.67,2,1.5,1,2,0.5,0.67,1,1,33%,0%,50%,67%,100%,50%,33%,0%,50%,33%,100%,0%,1.42,1.53,1.36,1.48,1.06,1.7
Gorica,Varaždin,Croácia - Campeonato Croata,"Sáb, 03 Agosto 2024",16:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Midtjylland,AaB,Dinamarca - Campeonato Dinamarquês,"Sáb, 03 Agosto 2024",11:00,75%,67%,E E,,E E,V D,V,D,1,0,1,1.5,3,0,0%,0%,0%,3,0,3,1.5,0,1.5,1.5,0,1.5,100%,0%,100%,0%,0%,0%,0%,0%,0%,50%,0%,50%,0.61,0,1.11,0.85,0,1.35,50%,100%,0%,3,3,3,1,2,0,2,3,3,50%,100%,0%,0%,0%,0%,50%,0%,100%,50%,100%,0%,1.27,1.16,1.38,1.88,1.79,1.96
OB,Hvidovre,Dinamarca - 2ª Divisão da Dinamarca,"Sáb, 03 Agosto 2024",08:00,57%,75%,V V,,V V,E V,V,E,3,0,3,2,3,1,100%,0%,100%,3.5,0,3.5,3,0,3,0.5,0,0.5,50%,0%,50%,50%,0%,50%,0%,0%,0%,100%,0%,100%,2.17,0,2.67,0.32,0,0.82,50%,100%,0%,0.5,1,0,0.5,1,0,0,0,0,0%,0%,0%,100%,100%,100%,50%,0%,100%,50%,100%,0%,1.81,2.58,1.03,1.01,0.82,1.2
Firpo,Cacahuatique,El Salvador - Campeonato de El Salvador,"Sáb, 03 Agosto 2024",18:30,28%,43%,V,V,,D,D,,3,3,0,0,0,0,100%,100%,0%,1,1,0,1,1,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,-0.11,0.89,0,0.59,1.59,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Isidro Metapán,Águila,El Salvador - Campeonato de El Salvador,"Sáb, 03 Agosto 2024",22:00,28%,43%,V,,V,V V,V,V,3,0,3,3,3,3,100%,0%,100%,3,0,3,3,0,3,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.59,0,1.59,-0.26,0,0.74,100%,100%,100%,2,1,3,2,1,3,0,0,0,0%,0%,0%,100%,100%,100%,0%,0%,0%,100%,100%,100%,1.85,1.95,1.74,0.87,0.82,0.93
Libertad Loja,Mushuc Runa,Equador - Campeonato Equatoriano,"Sáb, 03 Agosto 2024",16:00,46%,45%,E E D D D,E D D E D,E D D E D,V D V V E,V V V D D,D E D D E,0.53,0.71,0.38,1.2,1.88,0.43,7%,14%,0%,2.2,2,2.38,0.53,0.57,0.5,1.67,1.43,1.88,33%,29%,38%,27%,29%,25%,60%,57%,63%,33%,29%,38%,1.16,1.2,1.13,1.55,1.3,1.76,33%,63%,0%,2.47,2.63,2.29,1.2,1.75,0.57,1.27,1.71,1.71,40%,38%,43%,33%,38%,29%,40%,25%,57%,33%,50%,14%,1.66,1.86,1.42,1.5,1.29,1.74
Independiente del Valle,Delfin,Equador - Campeonato Equatoriano,"Sáb, 03 Agosto 2024",18:30,46%,45%,V V E V V,V E V V V,V V V E E,D V D D D,V D D E D,D D D D E,2.33,2.5,2.14,0.6,1,0.14,67%,75%,57%,2.07,2.38,1.71,1.53,1.88,1.14,0.53,0.5,0.57,47%,50%,43%,53%,50%,57%,7%,0%,14%,80%,88%,71%,1.7,1.84,1.55,1,1.03,0.97,13%,25%,0%,2.07,2,2.14,0.53,0.88,0.14,1.53,2,2,27%,38%,14%,20%,25%,14%,60%,38%,86%,20%,38%,0%,1.21,1.33,1.07,1.47,1.21,1.77
