home,away,liga,data,hora,btts,over 2.5,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Boca,Independiente,América do Sul - Sul-Americana,"Qua, 24 Julho 2024",21:30,39%,43%,E V E V D,V E V,E V D E,E,E,,1.71,2.33,1.25,1,1,0,43%,67%,25%,2.29,2.33,2.25,1.43,2,1,0.86,0.33,1.25,43%,33%,50%,57%,67%,50%,29%,0%,50%,43%,100%,0%,1.51,1.88,1.24,1.12,0.79,1.36,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,0.73,1.73,0,-0.33,0.67,0
RB,Barcelona,América do Sul - Sul-Americana,"Qua, 24 Julho 2024",21:30,39%,43%,E E V V V,V V V,E E V D,E,E,,2,3,1.25,1,1,0,57%,100%,25%,2.71,2.33,3,1.43,1.67,1.25,1.29,0.67,1.75,71%,67%,75%,14%,33%,0%,14%,0%,25%,57%,100%,25%,1.35,1.4,1.32,1.49,1.32,1.62,0%,0%,0%,2,2,0,1,1,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.93,1.93,0,0.16,1.16,0
Talleres,Defensa,Argentina - Campeonato Argentino,"Qua, 24 Julho 2024",17:00,46%,35%,D V V E V,V V E V V,D V E V E,E E E D E,E E E V V,E D D E V,2.17,3,1.75,0.67,1,0.33,67%,100%,50%,3,2.5,3.25,1.83,2,1.75,1.17,0.5,1.5,50%,50%,50%,33%,50%,25%,33%,0%,50%,67%,100%,50%,1.46,1.51,1.44,1.28,1.52,1.16,0%,0%,0%,2.17,2,2.33,0.83,1,0.67,1.33,1.67,1.67,67%,67%,67%,17%,33%,0%,33%,33%,33%,17%,33%,0%,1.34,1.26,1.41,1.41,1.18,1.63
Sarmiento,Racing,Argentina - Campeonato Argentino,"Qua, 24 Julho 2024",17:15,46%,35%,D V V D E,V D D D D,D V E D D,V D V V V,V V V V E,D V E V V,1.17,1,1.33,2.17,3,1.33,33%,33%,33%,2.5,2,3,1.17,1,1.33,1.33,1,1.67,50%,33%,67%,33%,33%,33%,17%,33%,0%,33%,33%,33%,1.26,1.54,0.97,1.53,1.33,1.73,67%,100%,33%,3.5,2.33,4.67,2.5,2.33,2.67,1,2,2,17%,0%,33%,67%,100%,33%,17%,0%,33%,67%,100%,33%,1.75,1.85,1.64,1.08,0.67,1.48
Godoy,River,Argentina - Campeonato Argentino,"Qua, 24 Julho 2024",19:30,46%,35%,D E E E D,E D D V V,D E E D V,E D V D V,E V V V D,D D V D E,0.6,0.5,0.67,1.67,2.5,0,0%,0%,0%,1.6,1.5,1.67,0.4,0.5,0.33,1.2,1,1.33,40%,50%,33%,20%,0%,33%,60%,50%,67%,20%,0%,33%,1.21,1.54,0.99,1.35,1.12,1.5,50%,75%,0%,2.83,3.5,1.5,1.83,2.75,0,1,1.5,1.5,33%,50%,0%,33%,50%,0%,33%,0%,100%,50%,75%,0%,1.91,2.32,1.07,0.94,0.78,1.24
Huracán,Estudiantes,Argentina - Campeonato Argentino,"Qua, 24 Julho 2024",19:30,46%,35%,E V V V E,V V V V V,E V E E D,E D E D V,E E V E E,D D V V D,2.33,3,1.67,1.33,1.67,1,67%,100%,33%,2,2,2,1.5,1.67,1.33,0.5,0.33,0.67,50%,33%,67%,50%,67%,33%,0%,0%,0%,83%,100%,67%,1.23,1.24,1.22,1.46,1.32,1.59,33%,33%,33%,1.67,1.33,2,0.83,1,0.67,0.83,1.33,1.33,33%,33%,33%,50%,67%,33%,33%,33%,33%,33%,33%,33%,1.87,2.29,1.44,1.29,0.97,1.61
Edgeworth,New,Austrália - Northern NSW NPL,"Qua, 24 Julho 2024",07:00,56%,68%,E V V V D,V V D V V,E V V V V,D V D V V,V D E D V,D V V D D,1.94,1.63,2.22,0.82,0.78,0.88,59%,50%,67%,3,3.13,2.89,2.12,2.13,2.11,0.88,1,0.78,29%,13%,44%,59%,63%,56%,18%,38%,0%,65%,50%,78%,2.05,1.8,2.28,1.52,1.41,1.62,24%,22%,25%,2.65,2.22,3.13,0.88,0.78,1,1.76,2.13,2.13,59%,56%,63%,6%,0%,13%,35%,44%,25%,41%,33%,50%,1.18,1.12,1.24,2.06,1.99,2.14
Brusque,Paysandu,Brasil - Brasileirão Série B,"Qua, 24 Julho 2024",21:00,45%,35%,E E E E E,E E V E E,E E E E D,V V E E V,V V E E V,E V V D E,0.94,1.43,0.56,1.44,1.75,1.13,13%,29%,0%,2.13,1,3,0.81,0.57,1,1.31,0.43,2,50%,14%,78%,31%,71%,0%,44%,71%,22%,19%,29%,11%,1.22,1.17,1.26,1.59,1.37,1.76,31%,38%,25%,2.19,1.75,2.63,1.19,1.13,1.25,1,1.38,1.38,63%,63%,63%,25%,38%,13%,25%,13%,38%,56%,88%,25%,1.4,1.36,1.44,1.36,1.33,1.38
Amazonas,Guarani,Brasil - Brasileirão Série B,"Qua, 24 Julho 2024",21:30,45%,35%,E V D E V,D V D V V,E V E E D,D E D E D,D D E E D,E D D D D,1.25,1.63,0.88,0.44,0.67,0.14,31%,50%,13%,1.81,2.13,1.5,0.81,1.13,0.5,1,1,1,44%,50%,38%,38%,38%,38%,31%,13%,50%,56%,75%,38%,1.26,1.5,1.02,1.42,1.32,1.51,6%,11%,0%,2.5,2.33,2.71,0.81,1,0.57,1.69,2.14,2.14,44%,44%,43%,13%,22%,0%,50%,44%,57%,31%,44%,14%,1.5,1.76,1.17,1.29,1.17,1.44
Aparecidense,Ypiranga,Brasil - Brasileirão Série C,"Qua, 24 Julho 2024",19:00,49%,45%,V D D D E,D E V E V,V D D E D,D V D E V,V E V V V,D D V D D,1,1.6,0.63,1.73,2.6,1,23%,40%,13%,2.77,2.8,2.75,1.15,1.6,0.88,1.62,1.2,1.88,54%,80%,38%,23%,20%,25%,31%,0%,50%,46%,100%,13%,1.43,1.52,1.37,1.51,1.38,1.6,55%,80%,33%,2,2,2,1.18,1.6,0.83,0.82,1.17,1.17,18%,40%,0%,45%,60%,33%,36%,0%,67%,55%,80%,33%,1.51,1.44,1.58,1.39,1.05,1.67
Trem-AP,Oratório-AP,Brasil - Campeonato Amapaense,"Qua, 24 Julho 2024",20:15,53%,47%,V V E E D,V E V V V,V E D V D,D V E E V,D E V E D,V E D D V,2.09,2.6,1.67,1.5,1.33,1.67,64%,80%,50%,2.18,2.6,1.83,1.64,2.4,1,0.55,0.2,0.83,27%,20%,33%,55%,80%,33%,18%,0%,33%,82%,100%,67%,1.22,1.29,1.18,0.95,1.17,0.84,42%,33%,50%,2.25,1.17,3.33,1.17,0.67,1.67,1.08,1.67,1.67,50%,17%,83%,25%,50%,0%,33%,50%,17%,50%,50%,50%,0.97,0.83,1.11,1.16,1.06,1.25
Juventus,Atlético,Brasil - Campeonato Catarinense 2ª Divisão,"Qua, 24 Julho 2024",15:00,49%,33%,E V V D D,V V D E V,E D D E,V E V V V,E V E E,V V V D D,1.33,2,0.5,1.67,1.5,1.8,33%,60%,0%,2.56,3,2,1.22,1.6,0.75,1.33,1.4,1.25,67%,60%,75%,11%,20%,0%,33%,40%,25%,11%,20%,0%,1.71,1.8,1.49,1.61,1.46,1.98,44%,25%,60%,2.33,1.75,2.8,1.56,1,2,0.78,0.8,0.8,44%,50%,40%,33%,50%,20%,33%,25%,40%,56%,75%,40%,1.77,1.77,1.77,1.21,1.27,1.13
Camboriú,Carlos,Brasil - Campeonato Catarinense 2ª Divisão,"Qua, 24 Julho 2024",15:00,49%,33%,V D E D D,V E D V V,D D E D,E V V D E,V V E V,E D V E E,1.22,2,0.25,1.78,2.5,1.2,33%,60%,0%,1.67,1.6,1.75,0.67,1,0.25,1,0.6,1.5,33%,40%,25%,33%,40%,25%,44%,20%,75%,44%,60%,25%,1.36,1.38,1.33,1.23,1.15,1.36,44%,75%,20%,1.78,1.75,1.8,1.11,1.5,0.8,0.67,1,1,33%,25%,40%,56%,75%,40%,33%,25%,40%,67%,75%,60%,1.2,1,1.4,1.54,1.63,1.45
Betim,URT,Brasil - Campeonato Mineiro Módulo II,"Qua, 24 Julho 2024",15:00,44%,21%,D V V V D,V V E V E,D V D V E,E D V V V,E D V E V,V V E D E,1.54,2,1.14,1.77,1.71,1.83,38%,50%,29%,2.08,2.17,2,1.15,1.5,0.86,0.92,0.67,1.14,54%,67%,43%,31%,33%,29%,23%,0%,43%,62%,100%,29%,1.56,1.7,1.42,1.36,1.47,1.25,46%,43%,50%,2.31,2.71,1.83,1.38,1.57,1.17,0.92,0.67,0.67,54%,71%,33%,38%,29%,50%,15%,0%,33%,77%,100%,50%,1.19,1.29,0.87,1.02,0.94,1.31
Mamoré,North,Brasil - Campeonato Mineiro Módulo II,"Qua, 24 Julho 2024",20:00,44%,21%,D E E V D,E V E D E,D E D E V,V E D D V,V E V V V,D D D V D,1.31,1.5,1.14,1.54,2.43,0.5,31%,33%,29%,1.62,1.83,1.43,0.77,1,0.57,0.85,0.83,0.86,38%,50%,29%,38%,50%,29%,46%,33%,57%,23%,33%,14%,1.22,1.26,1.17,1.44,1.22,1.77,46%,71%,17%,1.54,1.43,1.67,0.85,1.29,0.33,0.69,1.33,1.33,15%,14%,17%,54%,86%,17%,46%,29%,67%,46%,71%,17%,1.64,1.75,1.63,1.36,1.24,1.38
Millonarios,Atlético,Colômbia - Campeonato Colombiano,"Qua, 24 Julho 2024",22:00,41%,37%,V E V E E,V V D V V,E E E D V,V V V E D,V V D D V,V E E V D,1.59,1.86,1.31,1.43,1.7,1.18,44%,57%,31%,2.3,2.36,2.23,1.33,1.57,1.08,0.96,0.79,1.15,48%,36%,62%,33%,43%,23%,26%,21%,31%,48%,57%,38%,1.43,1.58,1.27,1.17,1,1.36,38%,50%,27%,2.19,2.1,2.27,1.19,1.3,1.09,1,1.18,1.18,43%,50%,36%,43%,30%,55%,33%,30%,36%,43%,50%,36%,1.59,1.8,1.4,1.2,1.02,1.35
Boca,Llaneros,Colômbia - 2ª Divisão da Colômbia,"Qua, 24 Julho 2024",17:00,44%,44%,E V V V V,E V V D V,V V V D D,E E V D V,E V V E V,E D V E D,1.38,1.63,1.13,1.75,1.92,1.58,44%,50%,38%,2.13,1.63,2.63,1.06,0.88,1.25,1.06,0.75,1.38,31%,25%,38%,31%,50%,13%,44%,38%,50%,50%,50%,50%,1.68,1.77,1.59,1.65,1.63,1.68,46%,50%,42%,2.63,2.5,2.75,1.67,1.67,1.67,0.96,1.08,1.08,58%,50%,67%,38%,50%,25%,17%,17%,17%,46%,50%,42%,1.69,1.79,1.6,1.34,1.25,1.43
Gimpo,Seoul,Coreia do Sul - 2ª Divisão da Coreia,"Qua, 24 Julho 2024",07:30,57%,52%,D D E E E,D E E E V,D V V E V,D V V D D,D V D V E,V D D V V,1.43,1.33,1.5,1.48,1.36,1.6,38%,33%,42%,2.24,2.22,2.25,1.1,1.11,1.08,1.14,1.11,1.17,57%,56%,58%,24%,22%,25%,29%,22%,33%,43%,44%,42%,1.26,1.37,1.18,1.59,1.29,1.82,43%,36%,50%,3.29,3.36,3.2,1.9,1.82,2,1.38,1.2,1.2,67%,82%,50%,19%,9%,30%,14%,9%,20%,62%,73%,50%,1.58,1.57,1.6,1.37,1.33,1.42
Cheongju,Asan,Coreia do Sul - 2ª Divisão da Coreia,"Qua, 24 Julho 2024",07:30,57%,52%,E V D E V,V D E V E,E E V D E,V D E V V,V V V E V,D E V V D,1.38,1.4,1.36,1.55,1.75,1.3,29%,30%,27%,1.9,1.5,2.27,1,0.8,1.18,0.9,0.7,1.09,52%,40%,64%,38%,50%,27%,33%,40%,27%,33%,40%,27%,1.35,1.35,1.34,1.38,1.33,1.42,41%,42%,40%,2.95,2.42,3.6,1.64,1.67,1.6,1.32,2,2,55%,58%,50%,32%,42%,20%,18%,8%,30%,64%,75%,50%,1.47,1.58,1.36,1.37,1.35,1.39
Ansan,Anyang,Coreia do Sul - 2ª Divisão da Coreia,"Qua, 24 Julho 2024",07:30,57%,52%,D D D E V,D D D V E,D D E V D,V D V V E,D V V V D,V V E D V,0.77,0.7,0.83,2.05,2,2.1,18%,20%,17%,2,1.9,2.08,0.77,0.6,0.92,1.23,1.3,1.17,45%,40%,50%,23%,30%,17%,41%,40%,42%,36%,30%,42%,1.13,1.12,1.14,1.46,1.46,1.45,62%,64%,60%,2.48,2.36,2.6,1.52,1.55,1.5,0.95,1.1,1.1,48%,27%,70%,48%,64%,30%,14%,18%,10%,67%,73%,60%,1.68,1.9,1.43,1.45,1.43,1.48
Santos,Pérez,Costa Rica - Campeonato da Costa Rica,"Qua, 24 Julho 2024",18:00,40%,60%,D,,D,E,E,,0,0,0,1,1,0,0%,0%,0%,3,0,3,1,0,1,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,-0.26,0,0.74,1.65,0,2.65,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,0.65,1.65,0,0.44,1.44,0
San,Cartaginés,Costa Rica - Campeonato da Costa Rica,"Qua, 24 Julho 2024",18:00,40%,60%,,,,V,V,,0,0,0,3,3,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,100%,100%,0%,4,4,0,4,4,0,0,0,0,0%,0%,0%,100%,100%,0%,0%,0%,0%,100%,100%,0%,-0.21,0.79,0,-0.45,0.55,0
Municipal,Alajuelense,Costa Rica - Campeonato da Costa Rica,"Qua, 24 Julho 2024",21:00,40%,60%,E,,E,V,V,,1,0,1,3,3,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,0.26,0,1.26,-0.24,0,0.76,100%,100%,0%,3,3,0,2,2,0,1,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1.65,2.65,0,-0.26,0.74,0
Deportivo,Guanacasteca,Costa Rica - Campeonato da Costa Rica,"Qua, 24 Julho 2024",23:30,40%,60%,D,,D,,,,0,0,0,0,0,0,0%,0%,0%,4,0,4,1,0,1,3,0,3,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.35,0,1.35,0.5,0,1.5,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Loudoun,Charleston,Estados Unidos - USL Championship,"Qua, 24 Julho 2024",12:00,51%,48%,E V V E E,V V E V V,E E V D D,V E V V E,V V V E D,E E D E V,1.44,2,0.75,2,2.44,1.64,39%,60%,13%,2.67,2.3,3.13,1.5,1.7,1.25,1.17,0.6,1.88,50%,30%,75%,33%,50%,13%,22%,30%,13%,50%,50%,50%,1.4,1.48,1.3,1.36,1.31,1.43,55%,78%,36%,2.65,3.33,2.09,1.9,2.67,1.27,0.75,0.82,0.82,40%,33%,45%,55%,67%,45%,30%,11%,45%,45%,56%,36%,1.82,2.02,1.66,1.14,1.07,1.19
Michigan,Savannah,USA - NISA,"Qua, 24 Julho 2024",20:00,56%,59%,D D E D V,D D V V V,D E V V D,E D V V D,E D D E V,D V V D D,1.73,2,1.4,1.08,0.83,1.29,55%,67%,40%,3.09,3.5,2.6,1.64,2,1.2,1.45,1.5,1.4,64%,67%,60%,27%,33%,20%,9%,0%,20%,55%,67%,40%,1.02,0.95,1.08,1.8,1.86,1.73,31%,17%,43%,3.38,2.83,3.86,1.31,1,1.57,2.08,2.29,2.29,62%,67%,57%,8%,0%,14%,31%,33%,29%,31%,33%,29%,1.64,1.35,1.85,1.37,1.52,1.26
Georgia,Maryland,USA - NISA,"Qua, 24 Julho 2024",20:00,56%,59%,V D D D D,V D D D V,D D V D D,V V V V V,V V V V V,V V V V D,0.93,1.25,0.5,2.73,3,2.5,29%,38%,17%,2.86,3,2.67,1.21,1.38,1,1.64,1.63,1.67,57%,50%,67%,21%,25%,17%,21%,25%,17%,50%,63%,33%,1.49,1.8,1.13,1.4,1.68,1.08,91%,100%,83%,3.91,4.4,3.5,2.82,3.2,2.5,1.09,1,1,64%,80%,50%,27%,20%,33%,9%,0%,17%,64%,60%,67%,1.32,1.04,1.55,1.09,1.08,1.11
Arizona,LA,USA - NISA,"Qua, 24 Julho 2024",22:00,56%,59%,D D D D D,D D D D,D D D D E,E V V D V,E V V V D,D V V,0.1,0,0.17,2,2,2,0%,0%,0%,3.4,3.25,3.5,0.7,0.75,0.67,2.7,2.5,2.83,50%,50%,50%,0%,0%,0%,50%,50%,50%,0%,0%,0%,1.05,1.1,1.03,1.58,1.87,1.43,60%,57%,67%,2.8,3,2.33,1.9,2,1.67,0.9,0.67,0.67,40%,43%,33%,40%,43%,33%,20%,14%,33%,60%,57%,67%,1.31,1.2,1.58,0.96,1.07,0.67
Irvine,Capo,USA - NISA,"Qua, 24 Julho 2024",23:00,56%,59%,E V V V V,V E V E,E V V V V,V V D D V,V V D D D,D V E V E,2,2,2,1.36,1.17,1.6,55%,50%,57%,2.55,2.75,2.43,1.82,2,1.71,0.73,0.75,0.71,36%,50%,29%,55%,50%,57%,9%,0%,14%,73%,75%,71%,1.82,1.8,1.83,1.01,1.21,0.91,36%,33%,40%,2.73,2.5,3,1.27,1,1.6,1.45,1.4,1.4,45%,33%,60%,18%,17%,20%,36%,50%,20%,55%,50%,60%,1.16,1,1.37,1.62,1.71,1.52
Struga,Pyunik,Europa -  de Conferência,"Qua, 24 Julho 2024",12:00,50%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Riga,Śląsk,Europa -  de Conferência,"Qua, 24 Julho 2024",13:00,50%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Dinamo,Dečić,Europa -  de Conferência,"Qua, 24 Julho 2024",14:00,50%,40%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
AEK,Inter,Europa -  de Conferência,"Qua, 24 Julho 2024",15:00,50%,40%,,,,V E,V,E,0,0,0,2,3,1,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,50%,100%,0%,4,6,2,3,5,1,1,1,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,100%,100%,100%,1.23,1.52,0.95,1.41,1.25,1.57
